order_id,product_id,quantity,unit_price,discount_amount
116,1888.0,8.0,6140.03,0.0
117,343.0,7.0,12301.56,0.0
118,1873.0,5.0,10020.97,0.0
120,1220.0,3.0,11527.67,0.0
121,1888.0,5.0,6340.91,0.0
122,1888.0,2.0,6233.16,0.0
124,1041.0,1.0,11891.69,0.0
125,1139.0,3.0,7646.94,0.0
125,1215.0,7.0,4079.73,0.0
126,241.0,8.0,10844.76,0.0
128,1173.0,7.0,6034.61,0.0
130,1517.0,1.0,9639.22,0.0
132,1912.0,3.0,10169.15,0.0
133,1220.0,6.0,10637.7,0.0
135,1668.0,1.0,5282.86,0.0
136,2054.0,7.0,7066.78,0.0
137,2400.0,5.0,1117.1,0.0
138,1116.0,1.0,3162.53,0.0
140,1518.0,3.0,11300.0,0.0
141,2239.0,3.0,4084.33,0.0
144,901.0,7.0,11211.85,0.0
145,1516.0,7.0,11282.44,0.0
146,2064.0,8.0,6470.64,0.0
147,1156.0,8.0,4111.93,0.0
149,599.0,8.0,10932.53,0.0
152,1061.0,1.0,1777.33,0.0
153,1062.0,7.0,1782.35,0.0
154,1120.0,6.0,2232.81,0.0
156,1916.0,8.0,7562.17,0.0
157,2243.0,4.0,11048.86,0.0
158,2353.0,8.0,5178.9,0.0
159,179.0,8.0,10432.67,0.0
160,901.0,6.0,10785.91,0.0
163,1974.0,2.0,696.48,0.0
163,1975.0,2.0,687.27,0.0
164,1148.0,2.0,3848.4,0.0
165,1912.0,3.0,10480.17,0.0
168,1501.0,5.0,4360.63,0.0
169,1502.0,5.0,4316.81,0.0
170,2045.0,8.0,5598.4,0.0
171,1912.0,4.0,10366.67,0.0
172,1988.0,3.0,10263.17,0.0
173,2280.0,1.0,1920.52,0.0
175,1298.0,1.0,4575.84,0.0
176,1470.0,6.0,11288.89,0.0
177,1188.0,5.0,5796.95,0.0
177,1895.0,6.0,8960.74,0.0
178,2384.0,8.0,7810.66,0.0
179,1912.0,3.0,10128.13,0.0
180,1317.0,7.0,3887.33,0.0
182,1360.0,8.0,4836.32,0.0
183,1359.0,2.0,4510.45,0.0
184,1518.0,5.0,10899.95,0.0
185,1139.0,8.0,8252.45,0.0
186,1888.0,3.0,6165.14,0.0
187,316.0,5.0,12779.13,0.0
188,1916.0,8.0,3514.97,0.0
189,1043.0,6.0,4759.02,0.0
190,901.0,2.0,10476.86,0.0
191,852.0,2.0,9593.13,0.0
192,1086.0,7.0,1124.58,0.0
193,1085.0,1.0,1172.76,0.0
194,1106.0,4.0,3147.48,0.0
196,901.0,2.0,11171.09,0.0
197,2053.0,1.0,4007.5,0.0
198,1912.0,2.0,11031.04,0.0
199,1912.0,7.0,10198.58,0.0
202,2223.0,4.0,2706.73,0.0
204,1966.0,4.0,2935.35,0.0
205,1912.0,2.0,10298.11,0.0
206,1146.0,7.0,8909.19,0.0
208,2239.0,4.0,3944.85,0.0
209,316.0,3.0,12340.87,0.0
210,1891.0,7.0,8474.79,0.0
211,1228.0,5.0,1664.38,0.0
212,1916.0,2.0,7602.98,0.0
213,2005.0,8.0,3558.42,0.0
214,2359.0,3.0,5378.93,0.0
215,1859.0,4.0,1889.02,0.0
217,1988.0,6.0,10625.38,0.0
218,599.0,2.0,10758.72,0.0
219,1470.0,7.0,11645.24,0.0
220,1014.0,7.0,8797.68,0.0
223,599.0,7.0,10489.71,0.0
224,1988.0,4.0,10478.06,0.0
225,1014.0,2.0,8739.17,0.0
226,1888.0,5.0,6040.18,0.0
227,1182.0,7.0,2199.08,0.0
228,901.0,6.0,11176.68,0.0
229,1888.0,2.0,6123.97,0.0
230,468.0,7.0,14462.92,0.0
231,1517.0,2.0,9590.33,0.0
232,1888.0,8.0,6029.1,0.0
233,1988.0,7.0,10421.74,0.0
234,597.0,2.0,9727.65,0.0
236,1920.0,2.0,3417.69,0.0
237,1186.0,6.0,4516.77,0.0
238,1451.0,8.0,4482.6,0.0
239,27.0,5.0,4607.61,0.0
239,1452.0,7.0,4461.57,0.0
241,2252.0,5.0,1542.13,0.0
241,2253.0,5.0,1627.63,0.0
242,1228.0,2.0,1638.99,0.0
244,2252.0,7.0,1606.12,0.0
244,2253.0,3.0,1641.09,0.0
245,1988.0,5.0,10304.67,0.0
246,1518.0,3.0,11145.5,0.0
249,1818.0,3.0,2499.83,0.0
250,1847.0,5.0,1491.87,0.0
251,1834.0,6.0,3673.18,0.0
254,1014.0,6.0,8939.87,0.0
257,2252.0,6.0,1617.87,0.0
257,2253.0,2.0,1574.12,0.0
259,1470.0,4.0,11380.01,0.0
260,1517.0,5.0,9546.54,0.0
261,1518.0,4.0,11258.05,0.0
262,1888.0,2.0,6017.75,0.0
263,1215.0,2.0,4159.57,0.0
264,1884.0,1.0,11027.85,0.0
265,1014.0,6.0,9024.16,0.0
266,1517.0,3.0,9525.35,0.0
268,1988.0,1.0,10404.92,0.0
269,1818.0,4.0,2446.93,0.0
271,205.0,6.0,10002.47,0.0
273,316.0,6.0,12495.91,0.0
274,597.0,7.0,9818.91,0.0
275,1988.0,2.0,10461.99,0.0
278,1167.0,5.0,13167.12,0.0
280,1470.0,3.0,11225.11,0.0
281,1202.0,5.0,7232.31,0.0
282,2045.0,6.0,5569.48,0.0
284,1227.0,7.0,3663.8,0.0
285,2243.0,7.0,11252.63,0.0
286,2083.0,3.0,3991.78,0.0
287,1040.0,1.0,13125.52,0.0
290,2174.0,3.0,5039.78,0.0
291,1220.0,7.0,11103.65,0.0
292,1489.0,2.0,3317.74,0.0
292,1490.0,2.0,3243.46,0.0
293,468.0,8.0,14350.27,0.0
295,179.0,4.0,10716.52,0.0
296,1916.0,8.0,7735.17,0.0
297,1188.0,1.0,5608.92,0.0
298,253.0,8.0,8778.32,0.0
299,901.0,6.0,10642.52,0.0
300,1182.0,7.0,2154.75,0.0
301,2359.0,2.0,5237.79,0.0
302,1518.0,1.0,10972.21,0.0
303,2250.0,2.0,1526.72,0.0
305,2250.0,2.0,1511.03,0.0
305,2251.0,1.0,1527.71,0.0
306,2359.0,2.0,5331.33,0.0
307,2388.0,8.0,3643.36,0.0
308,597.0,7.0,9967.9,0.0
309,2168.0,5.0,15520.41,0.0
310,343.0,5.0,12598.21,0.0
311,1696.0,4.0,11436.6,0.0
312,1043.0,5.0,4653.0,0.0
315,1834.0,7.0,3678.14,0.0
316,597.0,6.0,10065.28,0.0
317,1470.0,6.0,10981.58,0.0
318,1215.0,8.0,4209.39,0.0
322,599.0,5.0,10716.69,0.0
323,597.0,2.0,9815.63,0.0
324,241.0,3.0,10833.03,0.0
326,1518.0,2.0,11343.75,0.0
328,1834.0,4.0,3869.99,0.0
330,2070.0,6.0,6197.24,0.0
331,1888.0,8.0,6218.3,0.0
333,1167.0,2.0,12957.34,0.0
335,2380.0,2.0,3768.57,0.0
336,901.0,6.0,11184.22,0.0
337,599.0,4.0,10762.32,0.0
338,1470.0,5.0,11322.68,0.0
339,1870.0,7.0,10023.8,0.0
340,1062.0,2.0,1760.9,0.0
341,1061.0,1.0,1809.62,0.0
342,1470.0,2.0,11461.15,0.0
344,599.0,2.0,11169.66,0.0
346,1220.0,5.0,11072.97,0.0
347,343.0,1.0,13037.3,0.0
348,597.0,2.0,9843.93,0.0
351,1470.0,2.0,11210.55,0.0
352,2046.0,1.0,5349.33,0.0
353,1988.0,1.0,10302.24,0.0
357,2394.0,8.0,6735.72,0.0
358,1834.0,5.0,3686.72,0.0
359,2239.0,6.0,4100.23,0.0
362,27.0,7.0,4776.71,0.0
365,1934.0,1.0,1641.85,0.0
366,343.0,3.0,12628.0,0.0
367,1470.0,7.0,11254.2,0.0
368,2343.0,5.0,5937.59,0.0
369,901.0,1.0,10912.47,0.0
370,820.0,5.0,5218.34,0.0
371,1987.0,7.0,1973.05,0.0
372,2240.0,1.0,1071.54,0.0
373,2243.0,1.0,11147.26,0.0
376,1934.0,1.0,1599.25,0.0
377,1935.0,4.0,1639.61,0.0
378,901.0,8.0,10989.09,0.0
380,1188.0,7.0,5630.75,0.0
381,1915.0,1.0,5859.77,0.0
383,1174.0,5.0,7150.76,0.0
385,1884.0,7.0,10934.32,0.0
386,2332.0,6.0,5689.85,0.0
388,2204.0,5.0,1812.5,0.0
388,2205.0,6.0,1802.26,0.0
391,2054.0,2.0,6995.72,0.0
393,241.0,3.0,11174.73,0.0
394,2269.0,6.0,3846.22,0.0
395,2070.0,2.0,6117.77,0.0
396,1081.0,4.0,2839.87,0.0
396,1082.0,5.0,2805.62,0.0
397,901.0,1.0,11022.77,0.0
399,901.0,6.0,11363.96,0.0
400,2239.0,3.0,4071.38,0.0
401,901.0,5.0,11104.93,0.0
402,1894.0,2.0,8738.1,0.0
403,1085.0,3.0,1157.81,0.0
404,1086.0,6.0,1124.99,0.0
405,1085.0,1.0,1124.97,0.0
405,1086.0,5.0,1075.88,0.0
406,241.0,5.0,10647.79,0.0
409,599.0,1.0,11018.25,0.0
410,1517.0,4.0,9394.43,0.0
411,597.0,5.0,10046.66,0.0
412,597.0,4.0,9985.06,0.0
413,1470.0,2.0,10868.66,0.0
414,1517.0,7.0,9436.01,0.0
415,820.0,1.0,5338.72,0.0
416,343.0,5.0,12553.29,0.0
417,1059.0,4.0,10296.06,0.0
418,205.0,1.0,9890.7,0.0
419,2239.0,1.0,4133.3,0.0
420,1470.0,8.0,11308.31,0.0
421,343.0,1.0,12040.43,0.0
423,927.0,6.0,8584.48,0.0
425,2316.0,2.0,6699.51,0.0
426,2316.0,4.0,6959.82,0.0
427,1167.0,4.0,12595.52,0.0
428,597.0,3.0,10250.5,0.0
429,599.0,6.0,10602.31,0.0
430,343.0,6.0,12862.61,0.0
432,1516.0,1.0,10881.26,0.0
433,1517.0,4.0,9480.93,0.0
434,2239.0,6.0,4001.39,0.0
435,205.0,7.0,10106.92,0.0
436,599.0,3.0,10861.41,0.0
438,1988.0,4.0,10196.86,0.0
439,1988.0,8.0,10790.17,0.0
440,2332.0,2.0,5842.55,0.0
442,1014.0,2.0,8508.54,0.0
443,1888.0,6.0,5996.9,0.0
444,2359.0,1.0,5195.95,0.0
445,2240.0,6.0,1041.51,0.0
446,2241.0,5.0,1068.73,0.0
448,901.0,8.0,10788.42,0.0
449,901.0,4.0,11184.59,0.0
450,2174.0,7.0,5141.42,0.0
451,2332.0,8.0,6094.78,0.0
452,1916.0,7.0,7723.46,0.0
453,1873.0,7.0,9633.2,0.0
457,2055.0,1.0,7029.71,0.0
458,2254.0,4.0,693.36,0.0
458,2255.0,4.0,716.47,0.0
459,2045.0,4.0,5696.27,0.0
461,1888.0,6.0,6398.55,0.0
463,1834.0,3.0,3712.41,0.0
466,2385.0,6.0,5245.68,0.0
469,2054.0,4.0,7013.02,0.0
470,2053.0,4.0,4040.77,0.0
471,1888.0,7.0,6149.1,0.0
472,2053.0,5.0,4037.82,0.0
473,2243.0,1.0,11137.25,0.0
474,2331.0,1.0,7518.13,0.0
475,597.0,7.0,10019.86,0.0
476,2046.0,7.0,5085.98,0.0
477,2129.0,1.0,3406.11,0.0
478,717.0,2.0,2060.49,0.0
479,160.0,3.0,1972.85,0.0
484,27.0,8.0,4591.51,0.0
485,597.0,8.0,9970.31,0.0
486,2240.0,2.0,1032.17,0.0
486,2241.0,4.0,1107.01,0.0
487,1106.0,2.0,11381.93,0.0
490,22.0,6.0,1339.72,0.0
490,1870.0,4.0,1351.42,0.0
491,1888.0,8.0,6195.87,0.0
492,2128.0,8.0,4907.18,0.0
495,27.0,3.0,4677.1,0.0
496,1606.0,7.0,2075.37,0.0
497,2142.0,3.0,9511.63,0.0
499,1862.0,1.0,2667.89,0.0
501,1834.0,2.0,3843.41,0.0
503,597.0,7.0,9880.1,0.0
505,417.0,1.0,12383.66,0.0
506,22.0,8.0,1325.53,0.0
508,1606.0,8.0,2071.79,0.0
509,1859.0,6.0,1875.44,0.0
511,2055.0,7.0,7203.99,0.0
513,1988.0,1.0,10709.85,0.0
514,2243.0,2.0,10863.9,0.0
515,683.0,5.0,5113.95,0.0
516,1867.0,1.0,1172.61,0.0
517,2396.0,6.0,1189.31,0.0
518,1288.0,6.0,6589.04,0.0
520,1870.0,1.0,10174.92,0.0
523,1014.0,8.0,1016.77,0.0
525,1888.0,8.0,6309.22,0.0
527,2083.0,4.0,3845.51,0.0
528,1987.0,7.0,2048.35,0.0
530,1926.0,8.0,1090.7,0.0
530,1927.0,1.0,1121.7,0.0
531,2046.0,7.0,5192.17,0.0
532,2396.0,3.0,1188.75,0.0
533,1003.0,5.0,1014.3,0.0
534,515.0,1.0,902.72,0.0
535,140.0,4.0,869.39,0.0
536,343.0,6.0,12345.07,0.0
539,2396.0,8.0,1164.76,0.0
540,1606.0,3.0,1992.63,0.0
542,343.0,6.0,12468.03,0.0
543,1017.0,3.0,3314.88,0.0
544,1043.0,4.0,4603.83,0.0
545,453.0,5.0,8213.85,0.0
546,417.0,8.0,13210.73,0.0
547,597.0,1.0,9931.2,0.0
548,1988.0,1.0,10514.63,0.0
550,1873.0,2.0,10007.68,0.0
551,2332.0,1.0,5840.28,0.0
552,1700.0,5.0,3303.32,0.0
552,908.0,1.0,3424.5,0.0
554,599.0,4.0,10567.46,0.0
556,1518.0,8.0,10590.37,0.0
557,1506.0,2.0,1164.04,0.0
557,1893.0,2.0,1177.72,0.0
558,599.0,2.0,10477.15,0.0
559,1518.0,6.0,11158.81,0.0
560,1092.0,5.0,3846.87,0.0
562,901.0,7.0,11231.49,0.0
563,453.0,6.0,8387.18,0.0
564,597.0,3.0,9278.41,0.0
565,1916.0,7.0,7711.35,0.0
566,2316.0,8.0,6837.21,0.0
567,227.0,7.0,704.17,0.0
567,1522.0,4.0,717.1,0.0
568,2142.0,5.0,9146.0,0.0
569,1916.0,7.0,3521.24,0.0
570,2082.0,2.0,3997.85,0.0
571,1903.0,7.0,9554.1,0.0
573,1888.0,3.0,6164.03,0.0
574,1001.0,6.0,4748.76,0.0
577,1916.0,5.0,7691.59,0.0
581,1834.0,1.0,3720.27,0.0
582,2240.0,3.0,1036.06,0.0
582,2241.0,2.0,1079.86,0.0
583,1668.0,5.0,6097.26,0.0
584,901.0,5.0,11122.23,0.0
586,2169.0,7.0,6539.19,0.0
587,2043.0,8.0,10840.01,0.0
588,1518.0,7.0,10937.58,0.0
589,1916.0,7.0,7663.61,0.0
590,1888.0,4.0,6117.38,0.0
591,1988.0,6.0,10140.76,0.0
592,1867.0,7.0,1178.13,0.0
593,1770.0,7.0,3188.21,0.0
593,2357.0,2.0,3289.8,0.0
594,2331.0,5.0,7546.29,0.0
596,22.0,8.0,1352.11,0.0
596,1870.0,6.0,1313.9,0.0
597,343.0,8.0,12715.96,0.0
598,160.0,2.0,2042.85,0.0
598,717.0,1.0,2092.81,0.0
599,1870.0,1.0,1352.14,0.0
600,22.0,1.0,1320.2,0.0
601,140.0,1.0,878.76,0.0
601,515.0,8.0,889.6,0.0
602,717.0,8.0,2076.33,0.0
603,160.0,6.0,2067.9,0.0
605,1814.0,1.0,5703.25,0.0
607,901.0,6.0,10874.03,0.0
609,1888.0,7.0,6087.03,0.0
610,1888.0,5.0,6181.96,0.0
612,1517.0,8.0,9265.94,0.0
613,1696.0,5.0,11409.35,0.0
614,599.0,2.0,10699.55,0.0
615,1888.0,6.0,6035.46,0.0
616,1092.0,3.0,3843.25,0.0
618,1870.0,1.0,1312.18,0.0
619,22.0,4.0,1353.92,0.0
620,241.0,4.0,11045.8,0.0
621,599.0,5.0,10921.47,0.0
624,1259.0,1.0,8047.81,0.0
625,1253.0,8.0,5303.99,0.0
628,2310.0,1.0,3993.12,0.0
631,1518.0,3.0,11296.14,0.0
632,2239.0,6.0,3952.24,0.0
633,2129.0,8.0,3366.41,0.0
634,343.0,7.0,12721.17,0.0
635,2385.0,7.0,5141.74,0.0
636,179.0,2.0,11086.57,0.0
637,160.0,8.0,1977.96,0.0
638,717.0,2.0,2058.97,0.0
639,205.0,2.0,9778.53,0.0
641,205.0,1.0,9414.58,0.0
642,417.0,5.0,12647.77,0.0
643,227.0,5.0,699.11,0.0
643,1522.0,6.0,703.21,0.0
644,1259.0,7.0,8079.76,0.0
645,1517.0,3.0,9926.68,0.0
646,1888.0,3.0,6288.43,0.0
647,1014.0,8.0,8840.53,0.0
648,1259.0,5.0,8107.99,0.0
649,1888.0,4.0,6151.93,0.0
650,2169.0,7.0,5597.05,0.0
652,343.0,7.0,13093.45,0.0
654,1092.0,7.0,3961.05,0.0
656,1516.0,4.0,10935.42,0.0
658,1888.0,4.0,6079.77,0.0
659,1092.0,7.0,3995.02,0.0
662,1522.0,3.0,694.3,0.0
663,227.0,5.0,702.32,0.0
664,901.0,1.0,11069.16,0.0
665,597.0,5.0,9927.12,0.0
667,1167.0,4.0,12680.22,0.0
669,417.0,6.0,12639.86,0.0
670,901.0,6.0,11142.22,0.0
671,1014.0,4.0,8834.75,0.0
672,343.0,4.0,12663.98,0.0
673,1516.0,8.0,10923.04,0.0
674,1988.0,8.0,10637.04,0.0
675,27.0,4.0,4792.79,0.0
676,343.0,3.0,12955.15,0.0
678,2129.0,2.0,3423.36,0.0
679,1288.0,8.0,6495.47,0.0
680,1259.0,3.0,7784.8,0.0
681,1859.0,4.0,1859.7,0.0
682,1005.0,3.0,1371.24,0.0
683,1531.0,4.0,3239.23,0.0
684,1506.0,6.0,1124.21,0.0
684,1893.0,5.0,1127.12,0.0
686,227.0,8.0,676.35,0.0
687,1522.0,4.0,691.26,0.0
688,597.0,5.0,9753.09,0.0
689,599.0,7.0,10506.87,0.0
690,1197.0,8.0,7561.08,0.0
692,227.0,3.0,715.15,0.0
692,1522.0,8.0,677.26,0.0
695,227.0,1.0,687.41,0.0
696,1834.0,5.0,3715.34,0.0
697,1518.0,4.0,10992.64,0.0
698,1847.0,6.0,1628.22,0.0
700,1518.0,2.0,11401.49,0.0
702,599.0,2.0,10952.62,0.0
703,227.0,3.0,696.18,0.0
703,1522.0,8.0,692.2,0.0
705,868.0,6.0,14671.89,0.0
706,1518.0,2.0,11359.5,0.0
707,1818.0,7.0,2506.73,0.0
708,22.0,3.0,1351.58,0.0
708,1870.0,1.0,1350.55,0.0
709,2239.0,7.0,4012.93,0.0
712,22.0,7.0,1397.74,0.0
712,1870.0,3.0,1361.83,0.0
713,1763.0,8.0,7083.61,0.0
714,1867.0,3.0,1173.22,0.0
715,22.0,4.0,1387.25,0.0
715,1870.0,1.0,1342.57,0.0
717,241.0,6.0,11003.1,0.0
718,1847.0,8.0,1558.45,0.0
719,1818.0,2.0,2511.75,0.0
720,901.0,1.0,10856.15,0.0
724,2343.0,3.0,5684.81,0.0
725,597.0,8.0,10315.55,0.0
726,2054.0,3.0,7225.25,0.0
728,2188.0,7.0,2984.89,0.0
729,2064.0,8.0,6435.02,0.0
731,1227.0,2.0,3753.74,0.0
732,2396.0,6.0,1186.08,0.0
733,2082.0,3.0,4089.4,0.0
734,1186.0,8.0,4622.47,0.0
736,2082.0,3.0,4227.1,0.0
738,1884.0,5.0,10976.41,0.0
739,2380.0,3.0,3755.5,0.0
740,1203.0,1.0,3830.62,0.0
741,1014.0,4.0,8742.13,0.0
742,2254.0,5.0,732.2,0.0
743,2255.0,5.0,724.13,0.0
744,1040.0,2.0,13245.04,0.0
747,2054.0,3.0,7135.42,0.0
748,2234.0,1.0,820.99,0.0
748,2235.0,3.0,828.87,0.0
751,22.0,2.0,1379.9,0.0
751,1870.0,4.0,1339.84,0.0
753,1230.0,3.0,5985.85,0.0
754,1144.0,8.0,4993.59,0.0
756,22.0,4.0,1353.67,0.0
756,1870.0,5.0,1322.03,0.0
757,1485.0,7.0,4170.77,0.0
757,1486.0,1.0,4206.37,0.0
758,2235.0,4.0,816.78,0.0
759,2234.0,2.0,809.15,0.0
760,1191.0,6.0,3020.44,0.0
762,2343.0,2.0,5726.24,0.0
763,1182.0,3.0,2249.15,0.0
764,901.0,2.0,10991.33,0.0
765,597.0,3.0,9910.63,0.0
766,2252.0,3.0,1610.25,0.0
766,2253.0,2.0,1686.28,0.0
768,661.0,3.0,11190.27,0.0
769,1083.0,6.0,5290.98,0.0
770,1834.0,8.0,3764.97,0.0
771,1186.0,8.0,4714.32,0.0
772,1894.0,1.0,8400.38,0.0
773,1040.0,5.0,13481.43,0.0
774,2064.0,8.0,6611.93,0.0
775,241.0,3.0,11034.44,0.0
779,1522.0,7.0,694.26,0.0
781,1517.0,4.0,9976.46,0.0
782,1040.0,2.0,13169.09,0.0
783,1014.0,2.0,1025.67,0.0
784,140.0,6.0,903.72,0.0
784,515.0,5.0,865.57,0.0
786,22.0,8.0,1318.05,0.0
786,1870.0,5.0,1360.16,0.0
787,1506.0,8.0,1146.43,0.0
787,1893.0,5.0,1136.32,0.0
789,1213.0,6.0,6172.44,0.0
790,1201.0,8.0,6865.86,0.0
791,2126.0,7.0,5591.45,0.0
792,1483.0,7.0,1000.62,0.0
792,1484.0,4.0,997.69,0.0
793,1431.0,7.0,4150.49,0.0
793,1432.0,4.0,4003.36,0.0
794,2263.0,6.0,3969.72,0.0
795,2262.0,6.0,3943.22,0.0
796,2081.0,6.0,2728.13,0.0
797,27.0,4.0,4661.35,0.0
798,2388.0,4.0,3928.42,0.0
799,2045.0,1.0,5413.55,0.0
802,1522.0,5.0,705.73,0.0
803,1014.0,3.0,8878.58,0.0
805,1092.0,1.0,4026.47,0.0
806,1517.0,2.0,9645.27,0.0
807,27.0,4.0,4755.95,0.0
808,2373.0,5.0,7208.25,0.0
809,227.0,6.0,690.72,0.0
809,1522.0,8.0,691.27,0.0
810,1522.0,8.0,690.39,0.0
811,227.0,7.0,696.52,0.0
812,2159.0,3.0,5501.71,0.0
813,2331.0,4.0,7485.63,0.0
814,179.0,6.0,10812.46,0.0
815,2240.0,1.0,1081.95,0.0
815,2241.0,2.0,1106.24,0.0
816,2050.0,2.0,5844.15,0.0
817,2388.0,4.0,3842.27,0.0
818,1948.0,8.0,3707.17,0.0
818,1949.0,3.0,3708.57,0.0
820,1862.0,2.0,2660.54,0.0
821,2379.0,8.0,2348.24,0.0
823,1167.0,7.0,12961.24,0.0
824,2064.0,4.0,6484.38,0.0
825,901.0,7.0,11167.33,0.0
826,597.0,2.0,9835.65,0.0
827,1888.0,7.0,5984.94,0.0
828,901.0,4.0,11222.0,0.0
829,343.0,1.0,12667.02,0.0
831,2396.0,5.0,1187.13,0.0
832,1085.0,1.0,1148.64,0.0
832,1086.0,5.0,1153.6,0.0
833,1092.0,4.0,4054.62,0.0
834,597.0,3.0,9608.5,0.0
835,2332.0,5.0,5891.51,0.0
836,1229.0,3.0,3155.46,0.0
838,1111.0,2.0,1397.43,0.0
838,1112.0,2.0,1463.73,0.0
839,1490.0,1.0,3335.31,0.0
840,1489.0,5.0,3125.86,0.0
841,1451.0,8.0,4491.77,0.0
841,1452.0,5.0,4587.21,0.0
842,2352.0,7.0,4363.25,0.0
845,1818.0,7.0,2534.83,0.0
846,1834.0,8.0,3533.21,0.0
848,1041.0,2.0,11860.51,0.0
849,1470.0,3.0,11229.35,0.0
850,1092.0,7.0,3845.78,0.0
851,2254.0,4.0,716.61,0.0
851,2255.0,8.0,700.69,0.0
852,1347.0,1.0,3851.17,0.0
852,1348.0,5.0,3755.39,0.0
853,1867.0,7.0,1215.67,0.0
854,1213.0,7.0,6117.76,0.0
859,1288.0,7.0,6448.95,0.0
860,1915.0,3.0,5774.83,0.0
861,1213.0,1.0,6218.72,0.0
862,1083.0,3.0,5326.06,0.0
863,2055.0,2.0,7361.19,0.0
864,1213.0,6.0,6444.48,0.0
865,2400.0,6.0,1098.62,0.0
866,2400.0,2.0,1111.27,0.0
867,2400.0,3.0,1099.13,0.0
868,1888.0,7.0,6171.23,0.0
869,2353.0,5.0,5284.32,0.0
870,2385.0,1.0,5272.91,0.0
871,1888.0,8.0,5956.29,0.0
872,2407.0,5.0,959.65,0.0
873,236.0,4.0,5625.52,0.0
874,2240.0,1.0,1088.4,0.0
875,2241.0,1.0,1063.65,0.0
876,820.0,5.0,5059.13,0.0
877,2388.0,4.0,3847.64,0.0
878,1909.0,6.0,2499.76,0.0
