customer_id,gender,age_group,zip,acquisition_channel,signup_date
213,Female,25-34,15277,paid_search,2020-06-07
214,Female,35-44,15277,paid_search,2020-02-18
217,Male,25-34,15295,organic_search,2021-04-27
218,Male,35-44,15295,email_campaign,2022-08-06
219,Female,35-44,15295,paid_search,2016-12-04
220,Female,35-44,15295,direct,2018-10-24
222,Male,35-44,15937,organic_search,2021-07-07
223,Male,45-54,15937,organic_search,2021-03-16
224,Female,25-34,15937,social_media,2022-10-23
225,Female,35-44,15937,paid_search,2014-12-31
226,Male,18-24,15938,paid_search,2021-07-22
227,Female,55+,15938,referral,2020-11-12
229,Male,55+,15938,social_media,2016-12-19
231,Male,45-54,15940,social_media,2015-07-19
232,Male,55+,15940,organic_search,2017-05-24
233,Male,18-24,15940,email_campaign,2021-08-23
234,Female,25-34,15940,referral,2022-04-10
235,Male,55+,15940,email_campaign,2018-01-25
236,Female,18-24,15942,direct,2016-05-02
238,Male,45-54,15942,organic_search,2018-03-17
239,Female,35-44,15942,organic_search,2021-08-21
240,Male,18-24,15942,paid_search,2021-11-02
241,Male,35-44,15943,organic_search,2020-02-05
242,Male,45-54,15943,organic_search,2021-07-20
243,Female,45-54,15943,social_media,2021-01-15
245,Male,25-34,15943,email_campaign,2017-08-27
246,Male,35-44,15944,direct,2022-07-31
247,Female,35-44,15944,organic_search,2018-02-10
248,Female,35-44,15944,organic_search,2019-11-13
249,Male,55+,15944,social_media,2022-03-31
250,Female,45-54,15944,social_media,2018-11-07
251,Female,25-34,15945,paid_search,2019-01-13
252,Male,45-54,15945,social_media,2022-11-02
253,Female,35-44,15945,social_media,2015-05-18
254,Female,35-44,15945,email_campaign,2020-06-18
257,Female,35-44,15946,email_campaign,2015-05-24
258,Female,35-44,15946,organic_search,2017-10-11
259,Male,25-34,15946,paid_search,2018-06-11
263,Male,35-44,15948,organic_search,2019-08-08
264,Male,25-34,15948,organic_search,2016-12-21
266,Female,35-44,15949,organic_search,2022-06-26
267,Female,25-34,15949,organic_search,2021-10-11
269,Female,45-54,15949,paid_search,2022-02-09
270,Female,55+,15949,organic_search,2013-02-12
272,Male,55+,15951,email_campaign,2018-11-05
273,Female,25-34,15951,referral,2022-03-08
275,Female,18-24,15951,organic_search,2016-08-03
276,Male,35-44,15952,social_media,2016-04-03
277,Male,25-34,15952,paid_search,2016-02-05
278,Male,18-24,15952,paid_search,2021-04-19
279,Female,18-24,15952,organic_search,2018-07-12
280,Male,55+,15952,social_media,2021-09-21
281,Female,25-34,15954,social_media,2022-08-03
282,Male,35-44,15954,referral,2017-08-24
283,Female,45-54,15954,email_campaign,2021-12-15
284,Male,55+,15954,organic_search,2018-06-05
285,Female,25-34,15954,organic_search,2020-09-27
288,Female,25-34,15955,email_campaign,2015-10-22
289,Female,45-54,15955,social_media,2020-02-20
290,Male,35-44,15955,organic_search,2018-07-31
291,Male,45-54,15956,paid_search,2012-10-03
292,Female,45-54,15956,referral,2022-12-23
293,Female,25-34,15956,paid_search,2021-12-23
294,Female,25-34,15956,social_media,2018-05-27
295,Female,35-44,15956,paid_search,2022-10-05
296,Male,25-34,15957,organic_search,2021-04-14
297,Female,25-34,15957,organic_search,2020-03-06
298,Male,35-44,15957,social_media,2013-03-29
299,Male,18-24,15957,paid_search,2015-06-09
302,Male,35-44,15958,organic_search,2021-03-27
304,Non-binary,25-34,15958,organic_search,2021-07-17
305,Male,25-34,15958,organic_search,2016-10-25
306,Male,45-54,15959,paid_search,2016-06-20
307,Male,55+,15959,organic_search,2018-12-11
312,Male,35-44,15960,social_media,2017-09-26
313,Female,45-54,15960,paid_search,2018-04-01
314,Male,25-34,15960,organic_search,2016-01-07
317,Female,18-24,15961,paid_search,2019-12-21
318,Female,35-44,15961,paid_search,2021-11-06
319,Non-binary,45-54,15961,social_media,2016-12-02
325,Male,45-54,15963,organic_search,2013-12-23
326,Female,55+,16001,organic_search,2022-09-23
327,Male,55+,16001,paid_search,2019-03-18
332,Male,45-54,16002,email_campaign,2018-06-18
334,Male,45-54,16002,paid_search,2016-02-13
337,Female,55+,16020,organic_search,2017-11-25
339,Female,18-24,16020,organic_search,2020-06-25
340,Male,45-54,16020,organic_search,2018-11-29
342,Non-binary,35-44,16022,referral,2017-12-20
343,Male,18-24,16022,email_campaign,2013-12-07
344,Female,45-54,16022,organic_search,2017-07-01
345,Female,45-54,16022,social_media,2019-03-02
348,Male,25-34,16023,organic_search,2018-08-11
349,Male,18-24,16023,email_campaign,2022-01-05
350,Female,18-24,16023,direct,2019-11-27
352,Female,45-54,16025,email_campaign,2021-02-26
354,Male,25-34,16025,organic_search,2016-04-02
356,Female,25-34,16027,paid_search,2017-04-15
358,Female,25-34,16027,social_media,2018-06-12
359,Male,45-54,16027,social_media,2016-02-15
360,Male,35-44,16027,social_media,2020-03-30
361,Male,35-44,16028,organic_search,2022-09-02
362,Female,45-54,16028,email_campaign,2019-01-02
363,Female,35-44,16028,organic_search,2021-09-25
364,Female,25-34,16028,paid_search,2020-12-10
365,Male,18-24,16028,social_media,2019-10-06
366,Male,45-54,16029,paid_search,2021-06-29
367,Male,35-44,16029,organic_search,2018-04-25
368,Male,45-54,16029,organic_search,2022-07-11
369,Female,18-24,16029,organic_search,2012-07-11
371,Male,25-34,16030,referral,2021-03-05
372,Male,45-54,16030,referral,2022-08-08
373,Male,55+,16030,paid_search,2022-10-07
374,Non-binary,18-24,16030,social_media,2022-03-28
375,Female,25-34,16030,social_media,2019-07-19
376,Female,18-24,16033,organic_search,2015-04-26
377,Female,35-44,16033,direct,2022-03-10
378,Female,55+,16033,email_campaign,2019-03-10
379,Male,18-24,16033,email_campaign,2019-01-03
381,Female,35-44,16034,paid_search,2022-08-09
382,Male,25-34,16034,paid_search,2018-11-08
383,Male,18-24,16034,email_campaign,2018-12-15
384,Male,45-54,16034,referral,2019-12-29
385,Male,35-44,16034,paid_search,2019-12-07
386,Female,25-34,16037,social_media,2018-10-20
387,Female,25-34,16037,organic_search,2016-06-19
388,Female,45-54,16037,paid_search,2020-02-09
390,Male,55+,16037,organic_search,2022-04-15
392,Female,25-34,16038,referral,2021-10-22
393,Male,25-34,16038,paid_search,2018-11-11
394,Male,18-24,16038,paid_search,2021-04-03
395,Female,25-34,16038,social_media,2012-04-06
396,Female,18-24,16040,paid_search,2018-09-13
397,Non-binary,35-44,16040,social_media,2020-03-13
398,Male,45-54,16040,email_campaign,2021-07-09
399,Female,55+,16040,organic_search,2022-02-11
400,Male,45-54,16040,email_campaign,2020-07-11
401,Male,25-34,16041,organic_search,2020-04-25
402,Male,45-54,16041,social_media,2017-10-13
403,Male,25-34,16041,organic_search,2020-08-07
406,Female,45-54,16045,paid_search,2017-02-26
407,Male,25-34,16045,organic_search,2015-08-25
408,Male,25-34,16045,paid_search,2020-12-22
409,Female,35-44,16045,organic_search,2021-12-11
410,Female,55+,16045,email_campaign,2019-03-30
412,Male,25-34,16046,organic_search,2022-11-01
413,Male,25-34,16046,social_media,2022-04-03
414,Female,35-44,16046,organic_search,2017-12-06
415,Female,35-44,16046,paid_search,2017-08-01
416,Female,25-34,16049,paid_search,2013-12-18
417,Female,25-34,16049,paid_search,2018-03-11
418,Female,45-54,16049,organic_search,2020-08-14
420,Male,18-24,16049,direct,2015-05-20
421,Female,25-34,16050,social_media,2020-01-19
422,Female,18-24,16050,organic_search,2021-12-02
423,Female,35-44,16050,social_media,2017-07-08
424,Male,18-24,16050,organic_search,2022-06-07
425,Male,25-34,16050,organic_search,2020-10-16
426,Female,55+,16051,email_campaign,2018-03-07
427,Female,25-34,16051,direct,2022-02-15
428,Male,55+,16051,direct,2012-12-10
429,Female,55+,16051,social_media,2022-10-31
430,Male,25-34,16051,social_media,2022-12-20
431,Male,35-44,16052,direct,2016-02-02
432,Male,45-54,16052,referral,2020-02-26
433,Female,55+,16052,social_media,2017-04-01
435,Female,45-54,16052,organic_search,2020-12-30
436,Female,35-44,16053,organic_search,2014-10-23
437,Female,45-54,16053,paid_search,2018-03-31
439,Female,25-34,16053,social_media,2020-06-12
441,Female,18-24,16054,paid_search,2022-03-19
443,Male,25-34,16054,paid_search,2021-08-24
446,Female,55+,16055,direct,2021-10-14
447,Female,25-34,16055,email_campaign,2022-08-08
448,Male,35-44,16055,paid_search,2020-11-18
450,Female,18-24,16055,social_media,2021-04-03
452,Male,45-54,16056,organic_search,2022-10-12
453,Female,35-44,16056,paid_search,2020-08-12
454,Female,35-44,16056,email_campaign,2018-05-15
455,Male,25-34,16056,referral,2018-03-22
456,Female,55+,16057,paid_search,2021-12-25
457,Female,35-44,16057,paid_search,2022-12-09
458,Male,35-44,16057,organic_search,2021-01-10
459,Male,45-54,16057,organic_search,2021-11-24
460,Male,18-24,16057,direct,2018-07-22
461,Female,25-34,16059,email_campaign,2015-06-28
462,Female,25-34,16059,social_media,2018-09-08
463,Female,35-44,16059,organic_search,2018-07-09
464,Female,35-44,16059,organic_search,2019-01-27
465,Male,18-24,16059,organic_search,2021-03-10
466,Female,18-24,16061,paid_search,2016-08-28
467,Female,18-24,16061,direct,2018-01-06
468,Male,25-34,16061,paid_search,2022-05-31
469,Male,18-24,16061,email_campaign,2022-07-04
470,Non-binary,25-34,16061,social_media,2015-03-06
471,Female,45-54,16063,paid_search,2019-12-26
472,Male,25-34,16063,email_campaign,2021-03-17
473,Female,25-34,16063,paid_search,2020-01-24
474,Female,45-54,16063,direct,2017-09-09
475,Female,25-34,16063,social_media,2020-02-08
477,Female,25-34,16066,email_campaign,2021-07-21
478,Female,55+,16066,organic_search,2022-06-04
480,Female,45-54,16066,organic_search,2022-12-08
481,Female,35-44,16101,paid_search,2019-09-18
482,Female,45-54,16101,social_media,2012-12-21
483,Female,35-44,16101,direct,2019-06-02
484,Female,45-54,16101,referral,2022-11-07
487,Female,45-54,16102,email_campaign,2020-02-04
488,Female,55+,16102,paid_search,2022-10-22
489,Male,25-34,16102,email_campaign,2021-03-28
490,Female,25-34,16102,organic_search,2021-09-16
491,Female,18-24,16105,email_campaign,2017-11-16
492,Non-binary,25-34,16105,organic_search,2017-11-11
493,Female,45-54,16105,social_media,2020-04-03
494,Non-binary,18-24,16105,social_media,2014-02-20
495,Female,45-54,16105,organic_search,2019-04-02
496,Female,35-44,16107,paid_search,2022-04-20
497,Male,45-54,16107,organic_search,2019-12-14
498,Male,25-34,16107,referral,2017-01-31
499,Female,45-54,16107,organic_search,2020-07-19
500,Female,35-44,16107,referral,2016-06-22
501,Female,18-24,16110,social_media,2021-11-11
502,Male,35-44,16110,organic_search,2014-01-23
503,Male,25-34,16110,social_media,2019-11-07
504,Male,45-54,16110,paid_search,2021-05-23
505,Male,45-54,16110,organic_search,2014-01-25
506,Male,35-44,16111,paid_search,2022-01-08
507,Male,25-34,16111,direct,2016-08-11
508,Female,35-44,16111,social_media,2020-06-30
509,Male,25-34,16111,email_campaign,2014-10-24
510,Male,25-34,16111,organic_search,2019-09-13
511,Male,55+,16112,organic_search,2017-10-03
512,Female,25-34,16112,direct,2019-02-24
513,Male,25-34,16112,email_campaign,2022-11-27
514,Female,25-34,16112,paid_search,2019-09-13
515,Male,25-34,16112,organic_search,2022-11-03
517,Female,55+,16115,social_media,2018-04-14
518,Male,18-24,16115,direct,2015-08-03
519,Male,18-24,16115,social_media,2013-10-01
520,Female,35-44,16115,organic_search,2021-03-08
522,Female,45-54,16116,social_media,2019-05-26
523,Male,25-34,16116,social_media,2022-01-29
525,Male,55+,16116,email_campaign,2022-02-03
526,Female,25-34,16117,social_media,2022-11-09
528,Male,35-44,16117,organic_search,2017-08-03
529,Male,55+,16117,paid_search,2013-10-17
530,Female,25-34,16117,social_media,2016-11-20
531,Non-binary,18-24,16120,organic_search,2016-06-13
532,Male,18-24,16120,email_campaign,2022-03-25
533,Female,25-34,16120,organic_search,2021-05-22
534,Male,45-54,16120,organic_search,2017-11-03
535,Female,35-44,16120,social_media,2022-06-15
536,Male,45-54,16123,organic_search,2022-12-12
537,Male,45-54,16123,email_campaign,2017-02-15
538,Male,25-34,16123,organic_search,2021-09-28
539,Male,25-34,16123,organic_search,2022-10-23
540,Male,45-54,16123,social_media,2016-03-28
543,Female,35-44,16130,organic_search,2016-02-13
544,Female,45-54,16130,email_campaign,2014-01-05
545,Female,18-24,16130,paid_search,2018-12-26
546,Female,35-44,16131,social_media,2022-04-15
548,Female,45-54,16131,paid_search,2019-11-16
549,Female,25-34,16131,email_campaign,2022-07-27
550,Male,35-44,16131,social_media,2015-06-16
551,Female,18-24,16132,referral,2022-05-22
552,Male,35-44,16132,organic_search,2021-11-25
553,Male,35-44,16132,organic_search,2015-12-31
554,Female,55+,16132,organic_search,2022-12-26
556,Male,25-34,16134,organic_search,2021-09-08
557,Male,25-34,16134,social_media,2016-05-10
560,Male,35-44,16134,social_media,2019-05-15
561,Male,25-34,16136,referral,2020-03-08
562,Female,25-34,16136,referral,2019-08-12
563,Female,25-34,16136,paid_search,2020-11-22
564,Female,55+,16136,referral,2019-04-22
567,Female,45-54,16141,referral,2016-01-26
569,Male,35-44,16141,organic_search,2021-12-19
571,Male,18-24,16142,email_campaign,2022-07-07
572,Female,35-44,16142,organic_search,2020-04-02
573,Male,18-24,16142,organic_search,2022-09-16
575,Male,25-34,16142,social_media,2018-07-02
577,Male,25-34,16143,organic_search,2021-03-04
578,Female,35-44,16143,social_media,2020-09-10
579,Male,25-34,16143,social_media,2020-04-02
580,Female,45-54,16143,organic_search,2022-09-08
581,Female,25-34,16151,referral,2018-06-25
584,Male,35-44,16151,organic_search,2015-09-09
586,Female,25-34,16156,organic_search,2018-03-06
587,Female,18-24,16156,paid_search,2020-07-10
588,Female,35-44,16156,social_media,2021-10-07
589,Male,18-24,16156,email_campaign,2019-09-13
590,Female,45-54,16156,referral,2014-02-16
592,Female,35-44,16157,organic_search,2017-05-03
593,Female,45-54,16157,paid_search,2017-10-06
595,Female,25-34,16157,organic_search,2019-04-19
597,Non-binary,18-24,16160,social_media,2022-06-20
598,Male,25-34,16160,email_campaign,2018-07-29
599,Male,55+,16160,social_media,2013-04-09
601,Male,18-24,16201,paid_search,2015-09-01
602,Male,45-54,16201,social_media,2022-08-10
603,Female,18-24,16201,organic_search,2020-09-27
604,Female,35-44,16201,organic_search,2022-11-19
605,Female,45-54,16201,social_media,2022-05-22
606,Male,45-54,16210,social_media,2022-01-17
607,Female,45-54,16210,email_campaign,2020-10-04
609,Female,45-54,16210,organic_search,2015-10-28
610,Male,55+,16210,email_campaign,2017-11-21
611,Female,45-54,16213,social_media,2022-05-25
612,Female,45-54,16213,social_media,2018-12-03
613,Female,25-34,16213,paid_search,2021-07-14
614,Female,25-34,16213,organic_search,2020-08-08
615,Male,25-34,16213,organic_search,2021-02-09
616,Male,55+,16214,social_media,2020-02-27
617,Male,18-24,16214,social_media,2022-10-18
618,Male,45-54,16214,social_media,2019-03-12
619,Female,25-34,16214,social_media,2022-06-24
620,Male,55+,16214,social_media,2018-07-06
621,Male,25-34,16217,organic_search,2018-04-10
622,Female,25-34,16217,social_media,2016-05-07
623,Male,35-44,16217,email_campaign,2017-06-29
624,Female,45-54,16217,organic_search,2016-04-30
625,Male,35-44,16217,paid_search,2021-02-25
626,Male,18-24,16218,organic_search,2022-11-30
627,Male,45-54,16218,organic_search,2017-05-21
628,Female,18-24,16218,social_media,2017-10-27
629,Male,55+,16218,referral,2020-09-13
630,Male,55+,16218,direct,2022-08-22
632,Female,18-24,16220,organic_search,2021-01-20
633,Non-binary,25-34,16220,email_campaign,2018-08-27
634,Female,45-54,16220,direct,2015-12-21
635,Male,18-24,16220,paid_search,2017-07-07
636,Male,18-24,16222,paid_search,2017-12-19
637,Female,35-44,16222,paid_search,2017-04-20
638,Female,25-34,16222,organic_search,2013-07-01
639,Female,35-44,16222,email_campaign,2021-02-19
640,Male,45-54,16222,social_media,2018-07-21
642,Female,35-44,16223,direct,2021-04-20
643,Female,35-44,16223,email_campaign,2022-06-10
644,Male,25-34,16223,social_media,2016-06-13
646,Female,25-34,16224,direct,2020-10-04
648,Female,35-44,16224,organic_search,2021-06-21
649,Male,35-44,16224,social_media,2020-07-26
650,Male,55+,16224,organic_search,2020-04-19
651,Female,35-44,16225,social_media,2017-05-16
652,Female,25-34,16225,organic_search,2014-11-04
654,Female,35-44,16225,social_media,2020-08-22
656,Female,35-44,16226,social_media,2019-12-01
657,Female,45-54,16226,direct,2015-05-31
658,Female,35-44,16226,paid_search,2021-12-01
659,Male,35-44,16226,organic_search,2014-11-26
660,Female,35-44,16226,social_media,2016-11-01
661,Male,18-24,16228,organic_search,2021-05-19
662,Male,18-24,16228,social_media,2018-11-23
664,Male,45-54,16228,referral,2016-04-23
665,Male,45-54,16228,organic_search,2022-12-05
666,Female,55+,16229,organic_search,2021-09-25
668,Male,45-54,16229,organic_search,2017-12-11
669,Male,18-24,16229,direct,2021-01-14
670,Female,45-54,16229,direct,2020-05-23
671,Male,25-34,16230,organic_search,2020-04-27
674,Male,55+,16230,email_campaign,2018-11-29
675,Non-binary,25-34,16230,organic_search,2021-11-07
676,Female,25-34,16232,organic_search,2021-10-05
677,Male,18-24,16232,organic_search,2022-10-02
679,Male,45-54,16232,organic_search,2017-09-14
680,Male,45-54,16232,organic_search,2017-09-30
681,Male,35-44,16233,paid_search,2022-02-27
682,Female,45-54,16233,organic_search,2016-12-17
683,Female,35-44,16233,organic_search,2017-03-21
684,Female,25-34,16233,paid_search,2015-06-08
685,Male,35-44,16233,paid_search,2012-08-28
686,Female,18-24,16234,paid_search,2020-05-23
687,Male,45-54,16234,social_media,2021-08-19
688,Female,45-54,16234,referral,2018-10-01
689,Male,35-44,16234,referral,2018-01-07
690,Non-binary,45-54,16234,paid_search,2022-07-06
691,Male,35-44,16235,email_campaign,2022-06-25
692,Female,35-44,16235,referral,2020-06-04
693,Male,45-54,16235,paid_search,2022-05-13
696,Male,35-44,16236,social_media,2021-11-19
697,Female,35-44,16236,organic_search,2022-03-01
699,Male,35-44,16236,organic_search,2020-02-26
700,Male,25-34,16236,organic_search,2021-03-24
701,Female,25-34,16238,direct,2022-01-22
704,Male,35-44,16238,referral,2015-05-08
705,Female,25-34,16238,social_media,2017-02-05
706,Male,25-34,16239,referral,2018-12-09
707,Male,25-34,16239,organic_search,2022-10-26
708,Female,45-54,16239,social_media,2021-06-07
709,Female,25-34,16239,paid_search,2018-09-20
710,Male,18-24,16239,paid_search,2016-06-01
711,Female,18-24,16240,organic_search,2022-05-17
712,Male,25-34,16240,referral,2022-06-16
714,Male,35-44,16240,paid_search,2020-11-04
715,Female,55+,16240,email_campaign,2020-10-14
716,Male,45-54,16242,organic_search,2015-07-22
717,Male,25-34,16242,paid_search,2014-07-04
718,Female,35-44,16242,referral,2020-03-21
719,Female,35-44,16242,organic_search,2019-02-06
720,Male,35-44,16242,paid_search,2018-04-05
721,Female,25-34,16244,organic_search,2015-10-15
724,Male,25-34,16244,paid_search,2021-06-25
727,Female,35-44,16245,direct,2022-04-01
728,Male,18-24,16245,organic_search,2018-06-30
729,Female,35-44,16245,email_campaign,2014-07-08
730,Male,25-34,16245,organic_search,2022-11-14
731,Non-binary,35-44,16246,direct,2020-07-29
732,Male,35-44,16246,social_media,2022-02-02
734,Female,45-54,16246,organic_search,2017-05-01
735,Male,55+,16246,organic_search,2021-07-25
736,Female,45-54,16248,social_media,2021-12-17
737,Non-binary,25-34,16248,paid_search,2020-10-07
738,Male,35-44,16248,organic_search,2015-10-14
739,Male,45-54,16248,direct,2019-05-18
740,Male,25-34,16248,direct,2019-03-22
741,Male,18-24,16249,organic_search,2022-03-26
743,Male,35-44,16249,organic_search,2019-03-08
744,Female,35-44,16249,email_campaign,2022-05-30
745,Female,35-44,16249,referral,2018-09-19
748,Male,25-34,16253,referral,2021-04-10
749,Female,55+,16253,paid_search,2020-06-07
750,Female,25-34,16253,organic_search,2019-01-06
751,Male,25-34,16254,paid_search,2019-02-10
753,Female,25-34,16254,paid_search,2019-12-14
754,Male,35-44,16254,paid_search,2020-12-20
756,Female,25-34,16255,email_campaign,2022-02-19
757,Female,55+,16255,referral,2021-03-17
758,Female,35-44,16255,referral,2020-01-15
