product_id,product_name,category,segment,size,color,price,cogs
639,SaigonFlex UC-04,Streetwear,Everyday,XL,yellow,10586.43,10057.11
640,SaigonFlex UC-05,Streetwear,Everyday,S,red,9757.34,9269.48
641,SaigonFlex UC-06,Streetwear,Everyday,M,black,9957.78,8252.01
642,SaigonFlex UC-07,Streetwear,Everyday,L,orange,10862.12,7602.4
643,SaigonFlex UC-08,Streetwear,Everyday,XL,blue,13917.75,9639.43
644,SaigonFlex UC-09,Streetwear,Everyday,S,white,10607.75,8623.04
645,SaigonFlex UC-10,Streetwear,Everyday,M,purple,8950.1,8502.59
646,SaigonFlex UC-11,Streetwear,Everyday,L,green,11258.1,8881.52
647,SaigonFlex UC-12,Streetwear,Everyday,XL,silver,11033.91,6038.86
648,SaigonFlex UC-13,Streetwear,Everyday,S,pink,10560.82,10032.78
649,SaigonFlex UC-14,Streetwear,Everyday,M,yellow,10084.34,9580.13
650,SaigonFlex UC-15,Streetwear,Everyday,L,red,6110.11,5804.6
651,SaigonFlex UC-16,Streetwear,Everyday,XL,black,9885.47,5627.8
652,SaigonFlex UC-17,Streetwear,Everyday,S,orange,9960.63,9462.6
653,SaigonFlex UC-18,Streetwear,Everyday,M,blue,10584.53,10055.31
654,SaigonFlex UC-19,Streetwear,Everyday,L,white,12297.94,11683.04
655,SaigonFlex UC-20,Streetwear,Everyday,XL,purple,11836.94,7837.24
656,SaigonFlex UC-21,Streetwear,Everyday,S,green,10963.75,8877.35
657,SaigonFlex UC-22,Streetwear,Everyday,M,silver,11020.21,10469.2
658,SaigonFlex UC-23,Streetwear,Everyday,L,pink,11169.79,8112.62
659,SaigonFlex UC-24,Streetwear,Everyday,XL,yellow,18102.51,10184.47
660,SaigonFlex UC-25,Streetwear,Everyday,S,red,8500.35,5856.74
661,SaigonFlex UC-26,Streetwear,Everyday,M,black,27.45,16.65
662,SaigonFlex UC-27,Streetwear,Everyday,L,orange,10139.14,5848.26
663,SaigonFlex UC-28,Streetwear,Everyday,XL,blue,8397.9,7978.0
664,SaigonFlex UC-29,Streetwear,Everyday,S,white,41.14,22.9
665,SaigonFlex UC-30,Streetwear,Everyday,M,purple,27.51,17.27
666,SaigonFlex UC-31,Streetwear,Everyday,L,green,9766.92,7154.27
667,SaigonFlex UC-32,Streetwear,Everyday,XL,silver,9799.4,9309.43
668,SaigonFlex UC-33,Streetwear,Everyday,S,pink,16826.67,12741.15
669,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,16376.85,13867.92
670,SaigonFlex UC-35,Streetwear,Everyday,L,red,10899.89,10354.89
671,SaigonFlex UC-36,Streetwear,Everyday,XL,black,11194.63,7866.46
672,SaigonFlex UC-37,Streetwear,Everyday,S,orange,11024.43,10473.21
673,SaigonFlex UC-38,Streetwear,Everyday,M,blue,27.49,16.36
674,SaigonFlex UC-39,Streetwear,Everyday,L,white,8419.58,6274.27
675,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,7873.65,5241.49
676,SaigonFlex UC-41,Streetwear,Everyday,S,green,9891.04,9195.7
677,SaigonFlex UC-42,Streetwear,Everyday,M,silver,36.48,21.98
678,SaigonFlex UC-43,Streetwear,Everyday,L,pink,15.4,9.15
679,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,16.61,9.8
680,SaigonFlex UC-45,Streetwear,Everyday,S,red,26.45,16.03
681,SaigonFlex UC-46,Streetwear,Everyday,M,black,8907.55,8272.45
682,SaigonFlex UC-47,Streetwear,Everyday,L,orange,11641.83,11059.74
683,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,10477.88,6262.63
684,SaigonFlex UC-49,Streetwear,Everyday,S,white,10989.14,10439.68
685,SaigonFlex UC-50,Streetwear,Everyday,M,purple,10129.73,8328.66
686,SaigonFlex UC-51,Streetwear,Everyday,L,green,9634.4,5513.76
687,SaigonFlex UC-52,Streetwear,Everyday,XL,silver,5610.65,4180.5
688,SaigonFlex UC-53,Streetwear,Everyday,S,pink,6694.9,5116.25
689,SaigonFlex UC-54,Streetwear,Everyday,M,yellow,4162.63,3842.94
690,SaigonFlex UC-55,Streetwear,Everyday,L,red,4598.82,3100.06
691,SaigonFlex UC-56,Streetwear,Everyday,XL,black,4663.55,4430.37
692,SaigonFlex UC-57,Streetwear,Everyday,S,orange,3023.37,1991.19
693,SaigonFlex UC-58,Streetwear,Everyday,M,blue,22.08,12.49
189,DragonWear UC-01,Streetwear,Everyday,M,yellow,9513.0,6181.55
190,DragonWear UC-02,Streetwear,Everyday,L,red,9443.7,7547.41
191,DragonWear UC-03,Streetwear,Everyday,XL,black,9513.0,9029.74
192,DragonWear UC-04,Streetwear,Everyday,S,orange,37.55,21.34
193,DragonWear UC-05,Streetwear,Everyday,M,blue,9191.7,7248.57
194,DragonWear UC-06,Streetwear,Everyday,L,white,23.03,14.65
195,DragonWear UC-07,Streetwear,Everyday,XL,purple,9191.7,5645.54
196,DragonWear UC-08,Streetwear,Everyday,S,green,10073.7,7970.31
387,LotusWear UC-01,Streetwear,Everyday,XL,silver,11966.85,11368.51
388,LotusWear UC-02,Streetwear,Everyday,S,pink,12720.34,12084.33
389,LotusWear UC-03,Streetwear,Everyday,M,yellow,11063.06,10102.78
390,LotusWear UC-04,Streetwear,Everyday,L,red,16691.85,12462.14
391,LotusWear UC-05,Streetwear,Everyday,XL,black,12281.85,7574.22
938,HanoiStreet UC-01,Streetwear,Everyday,L,pink,18.82,12.13
939,HanoiStreet UC-02,Streetwear,Everyday,XL,yellow,4494.11,4269.4
940,HanoiStreet UC-03,Streetwear,Everyday,S,red,8270.44,7856.92
941,HanoiStreet UC-04,Streetwear,Everyday,M,black,11339.37,9661.14
942,HanoiStreet UC-05,Streetwear,Everyday,L,orange,7413.81,6891.88
943,HanoiStreet UC-06,Streetwear,Everyday,XL,blue,8063.37,7660.2
944,HanoiStreet UC-07,Streetwear,Everyday,S,white,8971.2,4491.88
945,HanoiStreet UC-08,Streetwear,Everyday,M,purple,8241.39,7829.32
946,HanoiStreet UC-09,Streetwear,Everyday,L,green,8360.99,4980.64
947,HanoiStreet UC-10,Streetwear,Everyday,XL,silver,8472.12,7214.86
948,HanoiStreet UC-11,Streetwear,Everyday,S,pink,9063.35,5344.66
949,HanoiStreet UC-12,Streetwear,Everyday,M,yellow,15434.37,14662.65
950,HanoiStreet UC-13,Streetwear,Everyday,L,red,17009.37,10601.94
951,HanoiStreet UC-14,Streetwear,Everyday,XL,black,59.52,34.96
952,HanoiStreet UC-15,Streetwear,Everyday,S,orange,3321.45,3155.37
953,HanoiStreet UC-16,Streetwear,Everyday,M,blue,30.26,17.46
954,HanoiStreet UC-17,Streetwear,Everyday,L,white,8325.94,7430.9
955,HanoiStreet UC-18,Streetwear,Everyday,XL,purple,9605.66,6085.19
956,HanoiStreet UC-19,Streetwear,Everyday,S,green,9913.23,9417.57
957,HanoiStreet UC-20,Streetwear,Everyday,M,silver,9761.42,6531.36
958,HanoiStreet UC-21,Streetwear,Everyday,L,pink,8992.78,5238.3
959,HanoiStreet UC-22,Streetwear,Everyday,XL,yellow,10276.12,6593.16
960,HanoiStreet UC-23,Streetwear,Everyday,S,red,34.02,20.9
961,HanoiStreet UC-24,Streetwear,Everyday,M,black,18.73,11.07
962,HanoiStreet UC-25,Streetwear,Everyday,L,orange,5887.01,5592.66
963,HanoiStreet UC-26,Streetwear,Everyday,XL,blue,5122.76,2717.11
964,HanoiStreet UC-27,Streetwear,Everyday,S,white,3906.51,2223.98
965,HanoiStreet UC-28,Streetwear,Everyday,M,purple,6039.66,3816.46
966,HanoiStreet UC-29,Streetwear,Everyday,L,green,5858.24,3333.34
967,HanoiStreet UC-30,Streetwear,Everyday,XL,silver,8161.48,6491.64
968,HanoiStreet UC-31,Streetwear,Everyday,S,pink,8354.88,7937.13
969,HanoiStreet UC-32,Streetwear,Everyday,M,yellow,5039.37,3478.68
970,HanoiStreet UC-33,Streetwear,Everyday,L,red,26.64,14.72
971,HanoiStreet UC-34,Streetwear,Everyday,XL,black,15434.37,14662.65
972,HanoiStreet UC-35,Streetwear,Everyday,S,orange,8000.37,5880.27
973,HanoiStreet UC-36,Streetwear,Everyday,M,blue,7486.73,4697.92
974,HanoiStreet UC-37,Streetwear,Everyday,L,white,8151.27,6372.66
975,HanoiStreet UC-38,Streetwear,Everyday,XL,purple,8846.74,8404.4
976,HanoiStreet UC-39,Streetwear,Everyday,S,green,3962.16,3764.05
977,HanoiStreet UC-40,Streetwear,Everyday,M,silver,5978.2,4912.88
978,HanoiStreet UC-41,Streetwear,Everyday,L,pink,9462.73,7198.3
979,HanoiStreet UC-42,Streetwear,Everyday,XL,yellow,4727.33,4490.97
980,HanoiStreet UC-43,Streetwear,Everyday,S,red,4989.87,4740.38
981,HanoiStreet UC-44,Streetwear,Everyday,M,black,2032.93,1931.28
982,HanoiStreet UC-45,Streetwear,Everyday,L,orange,17194.15,15180.71
983,HanoiStreet UC-46,Streetwear,Everyday,XL,blue,5354.37,5086.65
984,HanoiStreet UC-47,Streetwear,Everyday,S,white,34.62,19.58
985,HanoiStreet UC-48,Streetwear,Everyday,M,purple,9262.5,5465.8
986,HanoiStreet UC-49,Streetwear,Everyday,L,green,4409.37,2725.43
987,HanoiStreet UC-50,Streetwear,Everyday,XL,silver,20.9,12.99
988,HanoiStreet UC-51,Streetwear,Everyday,S,pink,38.49,23.7
989,HanoiStreet UC-52,Streetwear,Everyday,M,yellow,5262.47,2638.6
990,HanoiStreet UC-53,Streetwear,Everyday,L,red,5403.09,3895.09
991,HanoiStreet UC-54,Streetwear,Everyday,XL,black,26.04,14.39
992,HanoiStreet UC-55,Streetwear,Everyday,S,orange,3453.46,2504.79
993,HanoiStreet UC-56,Streetwear,Everyday,M,blue,4262.35,3732.12
994,HanoiStreet UC-57,Streetwear,Everyday,L,white,5821.2,3037.5
995,HanoiStreet UC-58,Streetwear,Everyday,XL,purple,7071.59,6718.01
996,HanoiStreet UC-59,Streetwear,Everyday,S,green,8557.11,6923.55
997,HanoiStreet UC-60,Streetwear,Everyday,M,silver,9456.75,7530.41
998,HanoiStreet UC-61,Streetwear,Everyday,L,pink,8613.57,5197.43
999,HanoiStreet UC-62,Streetwear,Everyday,XL,yellow,9245.03,5388.93
1029,MekongStyle UC-01,Streetwear,Everyday,M,yellow,14486.85,13762.51
1030,MekongStyle UC-02,Streetwear,Everyday,L,red,29.47,16.86
1031,MekongStyle UC-03,Streetwear,Everyday,XL,black,12596.85,11885.13
1032,MekongStyle UC-04,Streetwear,Everyday,S,orange,26.03,14.92
1033,MekongStyle UC-05,Streetwear,Everyday,M,blue,12136.39,8029.44
1034,MekongStyle UC-06,Streetwear,Everyday,L,white,10885.35,10341.08
1035,MekongStyle UC-07,Streetwear,Everyday,XL,purple,14486.85,12723.8
1036,MekongStyle UC-08,Streetwear,Everyday,S,green,69.47,42.88
1037,MekongStyle UC-09,Streetwear,Everyday,M,silver,17006.85,13571.47
1038,MekongStyle UC-10,Streetwear,Everyday,L,pink,32.94,18.18
1039,MekongStyle UC-11,Streetwear,Everyday,XL,yellow,21.69,12.16
1040,MekongStyle UC-12,Streetwear,Everyday,S,red,13324.98,9943.1
1041,MekongStyle UC-13,Streetwear,Everyday,M,black,11954.96,6095.84
1042,MekongStyle UC-14,Streetwear,Everyday,L,orange,14486.85,11301.19
1199,MekongFit UC-01,Streetwear,Everyday,XL,yellow,1637.37,1262.25
1200,MekongFit UC-02,Streetwear,Everyday,S,red,1243.94,895.26
1201,MekongFit UC-03,Streetwear,Everyday,M,black,6929.37,6443.62
1202,MekongFit UC-04,Streetwear,Everyday,L,orange,7253.1,6218.08
1203,MekongFit UC-05,Streetwear,Everyday,XL,blue,3885.7,3634.69
1204,MekongFit UC-06,Streetwear,Everyday,S,white,4808.37,4567.95
1205,MekongFit UC-07,Streetwear,Everyday,M,purple,4409.37,3289.39
1206,MekongFit UC-08,Streetwear,Everyday,L,green,6110.37,5286.08
1207,MekongFit UC-09,Streetwear,Everyday,XL,silver,8323.85,7907.66
1208,MekongFit UC-10,Streetwear,Everyday,S,pink,46.02,28.99
1209,MekongFit UC-11,Streetwear,Everyday,M,yellow,20.32,11.54
1210,MekongFit UC-12,Streetwear,Everyday,L,red,7044.87,6692.63
1211,MekongFit UC-13,Streetwear,Everyday,XL,black,8670.87,8237.33
1212,MekongFit UC-14,Streetwear,Everyday,S,orange,4947.39,3803.06
1213,MekongFit UC-15,Streetwear,Everyday,M,blue,6198.43,4649.45
1214,MekongFit UC-16,Streetwear,Everyday,L,white,8189.37,4614.71
1215,MekongFit UC-17,Streetwear,Everyday,XL,purple,4138.55,2641.64
1216,MekongFit UC-18,Streetwear,Everyday,S,green,36.0,22.15
1217,MekongFit UC-19,Streetwear,Everyday,M,silver,7001.43,5863.69
1218,MekongFit UC-20,Streetwear,Everyday,L,pink,15.12,8.68
1219,MekongFit UC-21,Streetwear,Everyday,XL,yellow,19.47,10.9
1220,MekongFit UC-22,Streetwear,Everyday,S,red,7693.69,5870.29
1221,MekongFit UC-23,Streetwear,Everyday,M,black,9335.13,8663.0
1222,MekongFit UC-24,Streetwear,Everyday,L,orange,35.83,20.58
1223,MekongFit UC-25,Streetwear,Everyday,XL,blue,4751.0,4513.45
1224,MekongFit UC-26,Streetwear,Everyday,S,white,44.5,27.69
1225,MekongFit UC-27,Streetwear,Everyday,M,purple,2511.5,2353.77
1226,MekongFit UC-28,Streetwear,Everyday,L,green,6689.1,5573.36
1227,MekongFit UC-29,Streetwear,Everyday,XL,silver,3804.0,3196.5
1228,MekongFit UC-30,Streetwear,Everyday,S,pink,1644.43,1030.24
1229,MekongFit UC-31,Streetwear,Everyday,M,yellow,3180.58,2331.05
1230,MekongFit UC-32,Streetwear,Everyday,L,red,5786.6,3670.44
1231,MekongFit UC-33,Streetwear,Everyday,XL,black,9063.75,7768.54
1232,MekongFit UC-34,Streetwear,Everyday,S,orange,4566.73,4338.39
1689,NamStyle UC-01,Streetwear,Everyday,M,yellow,2708.37,1355.27
1795,SaigonCore UC-01,Streetwear,Everyday,XL,purple,6835.12,5533.71
1796,SaigonCore UC-02,Streetwear,Everyday,S,green,9002.7,7059.02
1797,SaigonCore UC-03,Streetwear,Everyday,M,silver,5696.86,3744.54
1798,SaigonCore UC-04,Streetwear,Everyday,L,pink,8498.7,5991.58
1799,SaigonCore UC-05,Streetwear,Everyday,XL,yellow,9443.7,8971.52
1800,SaigonCore UC-06,Streetwear,Everyday,S,red,7633.08,7251.43
1801,SaigonCore UC-07,Streetwear,Everyday,M,black,9474.18,7096.16
1802,SaigonCore UC-08,Streetwear,Everyday,L,orange,8498.7,7093.86
1803,SaigonCore UC-09,Streetwear,Everyday,XL,blue,5351.85,4369.25
1804,SaigonCore UC-10,Streetwear,Everyday,S,white,8096.86,5747.15
1805,SaigonCore UC-11,Streetwear,Everyday,M,purple,5532.45,3212.14
1882,BambooCraft UC-01,Streetwear,Everyday,L,orange,35.47,22.54
1883,BambooCraft UC-02,Streetwear,Everyday,XL,blue,9147.14,8689.78
1884,BambooCraft UC-03,Streetwear,Everyday,S,white,10289.23,8385.72
1885,BambooCraft UC-04,Streetwear,Everyday,M,purple,10079.37,8501.95
1886,BambooCraft UC-05,Streetwear,Everyday,L,green,10602.99,8157.94
1887,BambooCraft UC-06,Streetwear,Everyday,XL,silver,31.62,20.02
1888,BambooCraft UC-07,Streetwear,Everyday,S,pink,10940.58,10050.02
1889,BambooCraft UC-08,Streetwear,Everyday,M,yellow,8251.84,7839.25
1890,BambooCraft UC-09,Streetwear,Everyday,L,red,29.36,17.31
1891,BambooCraft UC-10,Streetwear,Everyday,XL,black,8630.37,5459.57
1892,BambooCraft UC-11,Streetwear,Everyday,S,orange,10488.37,9963.95
1893,BambooCraft UC-12,Streetwear,Everyday,M,blue,8686.74,7189.14
1894,BambooCraft UC-13,Streetwear,Everyday,L,white,8725.29,4900.12
1895,BambooCraft UC-14,Streetwear,Everyday,XL,purple,9014.52,8563.79
1896,BambooCraft UC-15,Streetwear,Everyday,S,green,8833.76,7271.95
1897,BambooCraft UC-16,Streetwear,Everyday,M,silver,8661.22,4709.1
1898,BambooCraft UC-17,Streetwear,Everyday,L,pink,12242.04,11629.94
1899,BambooCraft UC-18,Streetwear,Everyday,XL,yellow,11430.58,10859.05
1900,BambooCraft UC-19,Streetwear,Everyday,S,red,18.33,11.31
1901,BambooCraft UC-20,Streetwear,Everyday,M,black,9899.93,9404.94
1902,BambooCraft UC-21,Streetwear,Everyday,L,orange,19529.37,16287.49
1903,BambooCraft UC-22,Streetwear,Everyday,XL,blue,9629.86,9148.36
1904,BambooCraft UC-23,Streetwear,Everyday,S,white,8222.53,5716.3
1905,BambooCraft UC-24,Streetwear,Everyday,M,purple,11412.15,8450.69
1906,BambooCraft UC-25,Streetwear,Everyday,L,green,8808.87,7972.03
1907,BambooCraft UC-26,Streetwear,Everyday,XL,silver,12729.08,6993.36
2066,UrbanVN UC-01,Streetwear,Everyday,L,green,4537.14,3082.08
2067,UrbanVN UC-02,Streetwear,Everyday,XL,silver,6547.55,6220.17
2068,UrbanVN UC-03,Streetwear,Everyday,S,pink,24.83,14.17
2069,UrbanVN UC-04,Streetwear,Everyday,M,yellow,6299.37,5984.4
2070,UrbanVN UC-05,Streetwear,Everyday,L,red,6299.11,5095.98
2071,UrbanVN UC-06,Streetwear,Everyday,XL,black,4194.77,2699.75
2072,UrbanVN UC-07,Streetwear,Everyday,S,orange,27.54,15.96
2073,UrbanVN UC-08,Streetwear,Everyday,M,blue,4327.89,4111.49
2074,UrbanVN UC-09,Streetwear,Everyday,L,white,4031.37,2954.19
2075,UrbanVN UC-10,Streetwear,Everyday,XL,purple,5543.37,4112.63
2076,UrbanVN UC-11,Streetwear,Everyday,S,green,8618.81,8187.87
2077,UrbanVN UC-12,Streetwear,Everyday,M,silver,4480.88,2845.36
2078,UrbanVN UC-13,Streetwear,Everyday,L,pink,6929.37,4147.23
2079,UrbanVN UC-14,Streetwear,Everyday,XL,yellow,6564.19,6235.98
2080,UrbanVN UC-15,Streetwear,Everyday,S,red,6929.37,3718.99
2081,UrbanVN UC-16,Streetwear,Everyday,M,black,2708.37,2432.12
2082,UrbanVN UC-17,Streetwear,Everyday,L,orange,4066.09,3089.42
2083,UrbanVN UC-18,Streetwear,Everyday,XL,blue,3872.08,3180.91
2084,UrbanVN UC-19,Streetwear,Everyday,S,white,8001.93,7425.79
2085,UrbanVN UC-20,Streetwear,Everyday,M,purple,8000.37,7600.35
2086,UrbanVN UC-21,Streetwear,Everyday,L,green,2916.65,2528.45
2087,UrbanVN UC-22,Streetwear,Everyday,XL,silver,8712.53,7795.1
2088,UrbanVN UC-23,Streetwear,Everyday,S,pink,7055.37,6285.63
2089,UrbanVN UC-24,Streetwear,Everyday,M,yellow,9449.37,5547.73
2090,UrbanVN UC-25,Streetwear,Everyday,L,red,4301.7,3533.85
2091,UrbanVN UC-26,Streetwear,Everyday,XL,black,2020.0,1168.16
2092,UrbanVN UC-27,Streetwear,Everyday,S,orange,4099.84,3894.85
2093,UrbanVN UC-28,Streetwear,Everyday,M,blue,5324.79,3625.12
2094,UrbanVN UC-29,Streetwear,Everyday,L,white,5259.78,4996.79
2095,UrbanVN UC-30,Streetwear,Everyday,XL,purple,50.54,32.33
2096,UrbanVN UC-31,Streetwear,Everyday,S,green,37.99,20.95
2171,PhoenixWear UC-01,Streetwear,Everyday,XL,black,5395.67,3942.08
2172,PhoenixWear UC-02,Streetwear,Everyday,S,orange,16.36,9.14
2173,PhoenixWear UC-03,Streetwear,Everyday,M,blue,9084.63,6667.21
