order_id,product_id,promo_id,promo_id_2
46393,2218,PROMO-0006,
46393,2219,PROMO-0006,
46393,2280,PROMO-0006,
46395,2219,PROMO-0006,
46396,2218,PROMO-0006,
46397,2254,PROMO-0006,
46397,2255,PROMO-0006,
46398,1085,PROMO-0006,
46398,1086,PROMO-0006,
46399,1413,PROMO-0006,
46400,1414,PROMO-0006,
46401,1511,PROMO-0006,
46401,1512,PROMO-0006,
46402,1120,PROMO-0006,
46409,1414,PROMO-0006,
46410,726,PROMO-0006,
46416,785,PROMO-0006,
46416,786,PROMO-0006,
46421,2275,PROMO-0006,
46423,1489,PROMO-0006,
46423,1490,PROMO-0006,
46424,1330,PROMO-0006,
46425,1329,PROMO-0006,
46430,2284,PROMO-0006,
46434,1093,PROMO-0006,
46434,1094,PROMO-0006,
46440,769,PROMO-0006,
46441,770,PROMO-0006,
46461,2255,PROMO-0006,
46464,1946,PROMO-0006,
46464,1947,PROMO-0006,
46480,2255,PROMO-0006,
46481,2254,PROMO-0006,
46486,2219,PROMO-0006,
46488,2218,PROMO-0006,
46492,2252,PROMO-0006,
46492,2253,PROMO-0006,
46506,2277,PROMO-0006,
46507,1065,PROMO-0006,
46507,1066,PROMO-0006,
46509,1114,PROMO-0006,
46519,785,PROMO-0006,
46519,786,PROMO-0006,
46520,760,PROMO-0006,
46521,759,PROMO-0006,
46523,2262,PROMO-0006,
46524,2263,PROMO-0006,
46535,1086,PROMO-0006,
46536,1085,PROMO-0006,
46538,2212,PROMO-0006,
46539,2213,PROMO-0006,
46543,1934,PROMO-0006,
46543,1935,PROMO-0006,
46544,1432,PROMO-0006,
46545,1431,PROMO-0006,
46548,2214,PROMO-0006,
46549,2215,PROMO-0006,
46550,2284,PROMO-0006,
46551,1065,PROMO-0006,
46551,1066,PROMO-0006,
46552,1066,PROMO-0006,
46553,1065,PROMO-0006,
46558,800,PROMO-0006,
46565,1473,PROMO-0006,
46571,797,PROMO-0006,
46573,1964,PROMO-0006,
46573,1965,PROMO-0006,
46575,762,PROMO-0006,
46576,761,PROMO-0006,
46577,757,PROMO-0006,
46577,758,PROMO-0006,
46579,2262,PROMO-0006,
46579,2263,PROMO-0006,
46580,2215,PROMO-0006,
46581,2214,PROMO-0006,
46583,2280,PROMO-0006,
46584,1936,PROMO-0006,
46587,797,PROMO-0006,
46592,2275,PROMO-0006,
46593,2269,PROMO-0006,
46595,2227,PROMO-0006,
46596,2226,PROMO-0006,
46608,2241,PROMO-0006,
46609,1086,PROMO-0006,
46612,762,PROMO-0006,
46613,761,PROMO-0006,
46616,1540,PROMO-0006,
46617,1539,PROMO-0006,
46619,2280,PROMO-0006,
46626,757,PROMO-0006,
46627,758,PROMO-0006,
46641,767,PROMO-0006,
46652,1123,PROMO-0006,
46658,1948,PROMO-0006,
46658,1949,PROMO-0006,
46661,2235,PROMO-0006,
46662,2234,PROMO-0006,
46669,786,PROMO-0006,
46680,759,PROMO-0006,
46680,760,PROMO-0006,
46683,2234,PROMO-0006,
46683,2235,PROMO-0006,
46689,725,PROMO-0006,
46689,726,PROMO-0006,
46693,2234,PROMO-0006,
46693,2235,PROMO-0006,
46698,1436,PROMO-0006,
46699,1435,PROMO-0006,
46700,1123,PROMO-0006,
46701,1081,PROMO-0006,
46702,1082,PROMO-0006,
46703,2280,PROMO-0006,
46704,2235,PROMO-0006,
46705,2234,PROMO-0006,
46706,786,PROMO-0006,
46711,785,PROMO-0006,
46721,1511,PROMO-0006,
46721,1512,PROMO-0006,
46722,2270,PROMO-0006,
46723,2277,PROMO-0006,
46725,2252,PROMO-0006,
46725,2253,PROMO-0006,
46726,1093,PROMO-0006,
46727,1094,PROMO-0006,
46729,1962,PROMO-0006,
46730,1963,PROMO-0006,
46734,1948,PROMO-0006,
46734,1949,PROMO-0006,
46736,1987,PROMO-0006,
46746,2252,PROMO-0006,
46747,2253,PROMO-0006,
46750,2214,PROMO-0006,
46751,2215,PROMO-0006,
46753,1114,PROMO-0006,
46756,1061,PROMO-0006,
46760,762,PROMO-0006,
46761,2269,PROMO-0006,
46762,733,PROMO-0006,
46762,734,PROMO-0006,
46765,2275,PROMO-0006,
46766,1990,PROMO-0006,
46770,762,PROMO-0006,
46771,761,PROMO-0006,
46778,785,PROMO-0006,
46778,786,PROMO-0006,
46779,757,PROMO-0006,
46779,758,PROMO-0006,
46780,757,PROMO-0006,
46780,758,PROMO-0006,
46787,2252,PROMO-0006,
46787,2253,PROMO-0006,
46789,726,PROMO-0006,
46792,725,PROMO-0006,
46794,785,PROMO-0006,
46797,761,PROMO-0006,
46797,762,PROMO-0006,
46798,767,PROMO-0006,
46798,768,PROMO-0006,
46800,761,PROMO-0006,
46800,762,PROMO-0006,
46805,767,PROMO-0006,
46805,768,PROMO-0006,
46806,785,PROMO-0006,
46806,786,PROMO-0006,
46809,786,PROMO-0006,
46810,785,PROMO-0006,
46814,2240,PROMO-0006,
46814,2241,PROMO-0006,
46819,2269,PROMO-0006,
46821,759,PROMO-0006,
46821,760,PROMO-0006,
46827,2214,PROMO-0006,
46827,2215,PROMO-0006,
46830,2269,PROMO-0006,
46833,733,PROMO-0006,
46834,734,PROMO-0006,
46854,767,PROMO-0006,
46854,768,PROMO-0006,
46855,2214,PROMO-0006,
46855,2215,PROMO-0006,
46866,733,PROMO-0006,
46866,734,PROMO-0006,
46877,2252,PROMO-0006,
46877,2253,PROMO-0006,
46878,1116,PROMO-0006,
46882,733,PROMO-0006,
46883,734,PROMO-0006,
46885,797,PROMO-0006,
46895,1413,PROMO-0006,
46895,1414,PROMO-0006,
46905,1946,PROMO-0006,
46905,1947,PROMO-0006,
46914,2275,PROMO-0006,
46915,2269,PROMO-0006,
46925,2204,PROMO-0006,
46925,2205,PROMO-0006,
46927,2269,PROMO-0006,
46931,762,PROMO-0006,
46932,761,PROMO-0006,
46933,2214,PROMO-0006,
46933,2215,PROMO-0006,
46934,2215,PROMO-0006,
46935,2214,PROMO-0006,
46937,1061,PROMO-0006,
46937,1062,PROMO-0006,
46950,761,PROMO-0006,
46950,762,PROMO-0006,
46954,1966,PROMO-0006,
46955,1934,PROMO-0006,
46955,1935,PROMO-0006,
46955,1967,PROMO-0006,
46956,2205,PROMO-0006,
46958,1962,PROMO-0006,
46959,1963,PROMO-0006,
46963,787,PROMO-0006,
46964,788,PROMO-0006,
46967,1085,PROMO-0006,
46967,1086,PROMO-0006,
46974,2269,PROMO-0006,
46975,2284,PROMO-0006,
46980,760,PROMO-0006,
46982,1942,PROMO-0006,
46984,1934,PROMO-0006,
46985,1935,PROMO-0006,
46986,1066,PROMO-0006,
46987,1065,PROMO-0006,
46988,1597,PROMO-0006,
46990,2218,PROMO-0006,
46990,2219,PROMO-0006,
46993,715,PROMO-0006,
46994,716,PROMO-0006,
46999,1123,PROMO-0006,
47001,2275,PROMO-0006,
47004,1318,PROMO-0006,
47005,1317,PROMO-0006,
47016,2255,PROMO-0006,
47017,2254,PROMO-0006,
47026,1990,PROMO-0006,
47038,1391,PROMO-0006,
47038,1392,PROMO-0006,
47044,1942,PROMO-0006,
47044,1943,PROMO-0006,
47045,2240,PROMO-0006,
47045,2241,PROMO-0006,
47046,753,PROMO-0006,
47046,754,PROMO-0006,
47050,1990,PROMO-0006,
47054,1949,PROMO-0006,
47056,2212,PROMO-0006,
47057,2213,PROMO-0006,
47058,785,PROMO-0006,
47059,786,PROMO-0006,
47062,2222,PROMO-0006,
47063,2223,PROMO-0006,
47068,1123,PROMO-0006,
47071,1116,PROMO-0006,
47079,2214,PROMO-0006,
47079,2215,PROMO-0006,
47090,733,PROMO-0006,
47090,734,PROMO-0006,
47091,733,PROMO-0006,
47091,734,PROMO-0006,
47093,725,PROMO-0006,
47093,726,PROMO-0006,
47098,785,PROMO-0006,
47099,786,PROMO-0006,
47101,1984,PROMO-0006,
47105,762,PROMO-0006,
47107,1597,PROMO-0006,
47108,1086,PROMO-0006,
47109,1085,PROMO-0006,
47112,2269,PROMO-0006,
47114,2215,PROMO-0006,
47115,2214,PROMO-0006,
47118,785,PROMO-0006,
47119,786,PROMO-0006,
47120,1974,PROMO-0006,
47120,1975,PROMO-0006,
47125,733,PROMO-0006,
47126,797,PROMO-0006,
47132,1964,PROMO-0006,
47132,1965,PROMO-0006,
47133,2234,PROMO-0006,
47133,2235,PROMO-0006,
47134,729,PROMO-0006,
47135,730,PROMO-0006,
47138,785,PROMO-0006,
47139,2214,PROMO-0006,
47139,2215,PROMO-0006,
47140,1993,PROMO-0006,
47141,2222,PROMO-0006,
47141,2223,PROMO-0006,
47142,725,PROMO-0006,
47142,726,PROMO-0006,
47144,2213,PROMO-0006,
47146,1114,PROMO-0006,
47147,733,PROMO-0006,
47147,734,PROMO-0006,
47148,2252,PROMO-0006,
47148,2253,PROMO-0006,
47154,757,PROMO-0006,
47154,758,PROMO-0006,
47157,785,PROMO-0006,
47157,786,PROMO-0006,
47159,795,PROMO-0006,
47159,796,PROMO-0006,
47167,767,PROMO-0006,
47167,768,PROMO-0006,
47174,757,PROMO-0006,
47174,758,PROMO-0006,
47184,761,PROMO-0006,
47184,762,PROMO-0006,
47195,757,PROMO-0006,
47216,785,PROMO-0006,
47216,786,PROMO-0006,
47217,785,PROMO-0006,
47218,786,PROMO-0006,
47220,800,PROMO-0006,
47225,761,PROMO-0006,
47226,762,PROMO-0006,
47228,733,PROMO-0006,
47229,734,PROMO-0006,
47230,725,PROMO-0006,
47230,726,PROMO-0006,
47235,1990,PROMO-0006,
47236,715,PROMO-0006,
47236,716,PROMO-0006,
47239,1061,PROMO-0006,
47241,2269,PROMO-0006,
47242,2284,PROMO-0006,
47245,2262,PROMO-0006,
47253,2255,PROMO-0006,
47258,2254,PROMO-0006,
47258,2255,PROMO-0006,
47269,2205,PROMO-0006,
47274,2269,PROMO-0006,
47279,753,PROMO-0006,
47279,754,PROMO-0006,
47280,759,PROMO-0006,
47281,760,PROMO-0006,
47282,1116,PROMO-0006,
47295,786,PROMO-0006,
47296,785,PROMO-0006,
47298,1417,PROMO-0006,
47299,1418,PROMO-0006,
47302,2250,PROMO-0006,
47303,2251,PROMO-0006,
47308,1348,PROMO-0006,
47309,1347,PROMO-0006,
47315,785,PROMO-0006,
47315,786,PROMO-0006,
47317,1425,PROMO-0006,
47317,1426,PROMO-0006,
47320,1597,PROMO-0006,
47321,797,PROMO-0006,
47324,2234,PROMO-0006,
47325,2235,PROMO-0006,
47328,2204,PROMO-0006,
47328,2205,PROMO-0006,
47329,2205,PROMO-0006,
47330,2204,PROMO-0006,
47333,2212,PROMO-0006,
47333,2213,PROMO-0006,
47334,2219,PROMO-0006,
47335,2218,PROMO-0006,
47338,1991,PROMO-0006,
47344,1489,PROMO-0006,
47347,2269,PROMO-0006,
47353,2284,PROMO-0006,
47354,1444,PROMO-0006,
47355,1443,PROMO-0006,
47356,2254,PROMO-0006,
47356,2255,PROMO-0006,
47357,1065,PROMO-0006,
47357,1066,PROMO-0006,
47358,2234,PROMO-0006,
47359,2235,PROMO-0006,
47363,2254,PROMO-0006,
47363,2255,PROMO-0006,
47367,2215,PROMO-0006,
47369,2214,PROMO-0006,
47369,2215,PROMO-0006,
47371,785,PROMO-0006,
47371,786,PROMO-0006,
47374,2252,PROMO-0006,
47374,2253,PROMO-0006,
47377,1391,PROMO-0006,
47377,1392,PROMO-0006,
47377,1597,PROMO-0006,
47378,2269,PROMO-0006,
47380,2212,PROMO-0006,
47380,2213,PROMO-0006,
47384,2234,PROMO-0006,
47385,2235,PROMO-0006,
47391,1435,PROMO-0006,
47391,1436,PROMO-0006,
47397,1413,PROMO-0006,
47397,1414,PROMO-0006,
47400,725,PROMO-0006,
47400,726,PROMO-0006,
47401,725,PROMO-0006,
47401,726,PROMO-0006,
47402,1439,PROMO-0006,
47403,1440,PROMO-0006,
47410,2215,PROMO-0006,
47411,2214,PROMO-0006,
47413,2215,PROMO-0006,
47416,785,PROMO-0006,
47416,786,PROMO-0006,
47418,725,PROMO-0006,
47418,726,PROMO-0006,
47420,2212,PROMO-0006,
47420,2213,PROMO-0006,
47425,2214,PROMO-0006,
47426,2215,PROMO-0006,
47429,786,PROMO-0006,
47433,2204,PROMO-0006,
47433,2205,PROMO-0006,
47436,2240,PROMO-0006,
47436,2241,PROMO-0006,
47437,1436,PROMO-0006,
47438,1435,PROMO-0006,
47440,729,PROMO-0006,
47440,730,PROMO-0006,
47441,1058,PROMO-0006,
47442,1057,PROMO-0006,
47443,762,PROMO-0006,
47444,761,PROMO-0006,
47445,786,PROMO-0006,
47446,785,PROMO-0006,
47447,1439,PROMO-0006,
47447,1440,PROMO-0006,
47449,2284,PROMO-0006,
47450,2214,PROMO-0006,
47450,2215,PROMO-0006,
47451,2275,PROMO-0006,
47452,2280,PROMO-0006,
47454,2269,PROMO-0006,
47458,2222,PROMO-0006,
47458,2223,PROMO-0006,
47462,1066,PROMO-0006,
47463,1065,PROMO-0006,
47467,1430,PROMO-0006,
47468,1429,PROMO-0006,
47470,1409,PROMO-0006,
47470,1410,PROMO-0006,
47473,1540,PROMO-0006,
47475,733,PROMO-0006,
47475,734,PROMO-0006,
47479,797,PROMO-0006,
47480,2262,PROMO-0006,
47480,2263,PROMO-0006,
47483,1539,PROMO-0006,
47483,1540,PROMO-0006,
47486,1066,PROMO-0006,
47487,1065,PROMO-0006,
47500,2214,PROMO-0006,
47504,760,PROMO-0006,
47510,1980,PROMO-0006,
47510,1981,PROMO-0006,
47512,1948,PROMO-0006,
47517,2284,PROMO-0006,
47522,1057,PROMO-0006,
47523,1058,PROMO-0006,
47525,2280,PROMO-0006,
47526,1934,PROMO-0006,
47526,1935,PROMO-0006,
47527,767,PROMO-0006,
47527,768,PROMO-0006,
47529,1948,PROMO-0006,
47532,2262,PROMO-0006,
47532,2263,PROMO-0006,
47538,758,PROMO-0006,
47539,757,PROMO-0006,
47550,725,PROMO-0006,
47550,726,PROMO-0006,
47552,2255,PROMO-0006,
47553,2254,PROMO-0006,
47555,761,PROMO-0006,
47556,762,PROMO-0006,
47560,2234,PROMO-0006,
47560,2235,PROMO-0006,
47566,785,PROMO-0006,
47566,786,PROMO-0006,
47570,1391,PROMO-0006,
47570,1392,PROMO-0006,
47571,1391,PROMO-0006,
47571,1392,PROMO-0006,
47575,2269,PROMO-0006,
47585,1518,PROMO-0006,
47589,2239,PROMO-0006,
47590,2238,PROMO-0006,
47592,2277,PROMO-0006,
47595,1597,PROMO-0006,
47596,733,PROMO-0006,
47596,734,PROMO-0006,
47603,2214,PROMO-0006,
47603,2215,PROMO-0006,
47606,1942,PROMO-0006,
47606,1943,PROMO-0006,
47609,1483,PROMO-0006,
47610,1484,PROMO-0006,
47612,2234,PROMO-0006,
47613,2235,PROMO-0006,
47614,1116,PROMO-0006,
47618,2235,PROMO-0006,
47619,2205,PROMO-0006,
47620,2204,PROMO-0006,
47621,2253,PROMO-0006,
47622,2252,PROMO-0006,
47625,2204,PROMO-0006,
47625,2205,PROMO-0006,
47626,2204,PROMO-0006,
47626,2205,PROMO-0006,
47627,2204,PROMO-0006,
47627,2205,PROMO-0006,
47628,1085,PROMO-0006,
47628,1086,PROMO-0006,
47632,804,PROMO-0006,
47637,2214,PROMO-0006,
47637,2215,PROMO-0006,
47638,2214,PROMO-0006,
47638,2215,PROMO-0006,
47639,1391,PROMO-0006,
47639,1392,PROMO-0006,
47645,1987,PROMO-0006,
47647,2213,PROMO-0006,
47648,2212,PROMO-0006,
47649,785,PROMO-0006,
47650,786,PROMO-0006,
47652,1085,PROMO-0006,
47654,785,PROMO-0006,
47658,1348,PROMO-0006,
47659,1347,PROMO-0006,
47660,2269,PROMO-0006,
47661,786,PROMO-0006,
47662,785,PROMO-0006,
47663,2252,PROMO-0006,
47663,2253,PROMO-0006,
47665,2251,PROMO-0006,
47666,2250,PROMO-0006,
47669,2214,PROMO-0006,
47670,2215,PROMO-0006,
47672,2215,PROMO-0006,
47673,2214,PROMO-0006,
47674,2218,PROMO-0006,
47674,2219,PROMO-0006,
47675,785,PROMO-0006,
47675,786,PROMO-0006,
47679,2218,PROMO-0006,
47679,2219,PROMO-0006,
47684,1058,PROMO-0006,
47685,1057,PROMO-0006,
47688,761,PROMO-0006,
47688,762,PROMO-0006,
47698,1061,PROMO-0006,
47699,1062,PROMO-0006,
47701,2280,PROMO-0006,
47716,2255,PROMO-0006,
47717,1087,PROMO-0006,
47718,1088,PROMO-0006,
47728,754,PROMO-0006,
47729,753,PROMO-0006,
47742,753,PROMO-0006,
47743,754,PROMO-0006,
47749,797,PROMO-0006,
47751,2213,PROMO-0006,
47752,2212,PROMO-0006,
47753,2277,PROMO-0006,
47754,757,PROMO-0006,
47755,758,PROMO-0006,
47757,715,PROMO-0006,
47757,716,PROMO-0006,
47761,1082,PROMO-0006,
47762,1081,PROMO-0006,
47763,2269,PROMO-0006,
47766,786,PROMO-0006,
47774,761,PROMO-0006,
47774,762,PROMO-0006,
47776,1065,PROMO-0006,
47776,1066,PROMO-0006,
47780,786,PROMO-0006,
47783,1114,PROMO-0006,
47788,2280,PROMO-0006,
47789,762,PROMO-0006,
47790,761,PROMO-0006,
47791,758,PROMO-0006,
47792,757,PROMO-0006,
47800,758,PROMO-0006,
47801,757,PROMO-0006,
47804,2215,PROMO-0006,
47805,2214,PROMO-0006,
47816,800,PROMO-0006,
47817,761,PROMO-0006,
47817,762,PROMO-0006,
47818,2214,PROMO-0006,
47819,2215,PROMO-0006,
47822,1093,PROMO-0006,
47822,1094,PROMO-0006,
47823,733,PROMO-0006,
47824,734,PROMO-0006,
47825,804,PROMO-0006,
47830,761,PROMO-0006,
47830,762,PROMO-0006,
47831,757,PROMO-0006,
47833,2239,PROMO-0006,
47834,2238,PROMO-0006,
47837,762,PROMO-0006,
47838,788,PROMO-0006,
47838,2205,PROMO-0006,
47842,1120,PROMO-0006,
47844,1114,PROMO-0006,
47845,1085,PROMO-0006,
47846,1086,PROMO-0006,
47850,816,PROMO-0006,
47854,759,PROMO-0006,
47854,760,PROMO-0006,
47855,785,PROMO-0006,
47855,786,PROMO-0006,
47856,786,PROMO-0006,
47857,785,PROMO-0006,
47858,786,PROMO-0006,
47859,785,PROMO-0006,
47864,2262,PROMO-0006,
47865,2263,PROMO-0006,
47866,800,PROMO-0006,
47868,785,PROMO-0006,
47868,786,PROMO-0006,
47870,1066,PROMO-0006,
47871,1065,PROMO-0006,
47872,2275,PROMO-0006,
47873,1066,PROMO-0006,
47874,1065,PROMO-0006,
47876,1062,PROMO-0006,
47877,1061,PROMO-0006,
47879,1946,PROMO-0006,
47879,1947,PROMO-0006,
47880,761,PROMO-0006,
47881,762,PROMO-0006,
47882,1109,PROMO-0006,
47885,1926,PROMO-0006,
47885,1927,PROMO-0006,
47886,1978,PROMO-0006,
47886,1979,PROMO-0006,
47887,768,PROMO-0006,
47889,2252,PROMO-0006,
47889,2253,PROMO-0006,
47891,759,PROMO-0006,
47892,760,PROMO-0006,
47893,2250,PROMO-0006,
47893,2251,PROMO-0006,
47895,2277,PROMO-0006,
47897,725,PROMO-0006,
47898,726,PROMO-0006,
47901,2269,PROMO-0006,
47908,2263,PROMO-0006,
47909,2262,PROMO-0006,
47921,1517,PROMO-0006,
47921,1518,PROMO-0006,
47922,1085,PROMO-0006,
47923,1086,PROMO-0006,
47927,797,PROMO-0006,
47945,1926,PROMO-0006,
47946,1927,PROMO-0006,
47955,1980,PROMO-0006,
47956,1981,PROMO-0006,
47957,785,PROMO-0006,
47957,786,PROMO-0006,
47958,785,PROMO-0006,
47958,786,PROMO-0006,
47990,761,PROMO-0006,
47991,762,PROMO-0006,
47992,2205,PROMO-0006,
47993,2204,PROMO-0006,
48016,761,PROMO-0006,
48016,762,PROMO-0006,
48017,2284,PROMO-0006,
48023,2254,PROMO-0006,
48024,2255,PROMO-0006,
48025,2254,PROMO-0006,
48026,2255,PROMO-0006,
48027,795,PROMO-0006,
48027,796,PROMO-0006,
48030,1943,PROMO-0006,
48031,1942,PROMO-0006,
48035,2215,PROMO-0006,
48039,2262,PROMO-0006,
48039,2263,PROMO-0006,
48043,2254,PROMO-0006,
48043,2255,PROMO-0006,
48047,761,PROMO-0006,
48047,762,PROMO-0006,
48050,1540,PROMO-0006,
48056,1120,PROMO-0006,
48058,2205,PROMO-0006,
48059,2204,PROMO-0006,
48060,2269,PROMO-0006,
48061,761,PROMO-0006,
48061,762,PROMO-0006,
48068,757,PROMO-0006,
48071,2250,PROMO-0006,
48072,2251,PROMO-0006,
48073,2275,PROMO-0006,
48074,2262,PROMO-0006,
48074,2263,PROMO-0006,
48075,761,PROMO-0006,
48076,762,PROMO-0006,
48078,786,PROMO-0006,
48079,785,PROMO-0006,
48081,1085,PROMO-0006,
48082,1086,PROMO-0006,
48084,733,PROMO-0006,
48085,734,PROMO-0006,
48087,768,PROMO-0006,
48088,767,PROMO-0006,
48089,759,PROMO-0006,
48092,800,PROMO-0006,
48093,761,PROMO-0006,
48093,762,PROMO-0006,
48095,1413,PROMO-0006,
48098,2215,PROMO-0006,
48100,786,PROMO-0006,
48101,785,PROMO-0006,
48102,1963,PROMO-0006,
48103,2234,PROMO-0006,
48103,2235,PROMO-0006,
48105,786,PROMO-0006,
48106,785,PROMO-0006,
48107,761,PROMO-0006,
48107,762,PROMO-0006,
48108,1065,PROMO-0006,
48111,759,PROMO-0006,
48111,760,PROMO-0006,
48112,786,PROMO-0006,
48113,785,PROMO-0006,
48114,726,PROMO-0006,
48115,725,PROMO-0006,
48116,733,PROMO-0006,
48116,734,PROMO-0006,
48118,2275,PROMO-0006,
48124,2238,PROMO-0006,
48128,786,PROMO-0006,
48129,785,PROMO-0006,
48132,785,PROMO-0006,
48132,786,PROMO-0006,
48135,2234,PROMO-0006,
48136,785,PROMO-0006,
48137,786,PROMO-0006,
48141,725,PROMO-0006,
48142,726,PROMO-0006,
48143,1547,PROMO-0006,
48143,1548,PROMO-0006,
48145,759,PROMO-0006,
48145,760,PROMO-0006,
48159,785,PROMO-0006,
48159,786,PROMO-0006,
48160,1110,PROMO-0006,
48161,1109,PROMO-0006,
48170,759,PROMO-0006,
48174,2250,PROMO-0006,
48177,786,PROMO-0006,
48178,1990,PROMO-0006,
48179,1483,PROMO-0006,
48179,1484,PROMO-0006,
48181,726,PROMO-0006,
48186,2275,PROMO-0006,
48187,1597,PROMO-0006,
48190,2277,PROMO-0006,
48198,761,PROMO-0006,
48201,761,PROMO-0006,
48201,762,PROMO-0006,
48212,2252,PROMO-0006,
48212,2253,PROMO-0006,
48214,760,PROMO-0006,
48215,759,PROMO-0006,
48216,1085,PROMO-0006,
48217,1086,PROMO-0006,
48222,757,PROMO-0006,
48223,758,PROMO-0006,
48224,725,PROMO-0006,
48225,726,PROMO-0006,
48227,785,PROMO-0006,
48227,786,PROMO-0006,
48228,760,PROMO-0006,
48229,759,PROMO-0006,
48239,725,PROMO-0006,
48240,726,PROMO-0006,
48249,785,PROMO-0006,
48249,786,PROMO-0006,
48253,785,PROMO-0006,
48254,785,PROMO-0006,
48254,786,PROMO-0006,
48256,1517,PROMO-0006,
48256,1518,PROMO-0006,
48260,734,PROMO-0006,
48261,733,PROMO-0006,
48282,767,PROMO-0006,
48283,757,PROMO-0006,
48284,758,PROMO-0006,
48284,768,PROMO-0006,
48289,1085,PROMO-0006,
48290,1086,PROMO-0006,
48291,1348,PROMO-0006,
48292,1347,PROMO-0006,
48294,1116,PROMO-0006,
48295,785,PROMO-0006,
48296,786,PROMO-0006,
48298,2214,PROMO-0006,
48299,2215,PROMO-0006,
48301,725,PROMO-0006,
48302,726,PROMO-0006,
48303,733,PROMO-0006,
48303,734,PROMO-0006,
48306,2255,PROMO-0006,
48307,2254,PROMO-0006,
48308,2275,PROMO-0006,
48313,2269,PROMO-0006,
48314,2284,PROMO-0006,
48322,1572,PROMO-0006,
48326,2234,PROMO-0006,
48326,2235,PROMO-0006,
48328,1518,PROMO-0006,
48329,1517,PROMO-0006,
48330,797,PROMO-0006,
48332,795,PROMO-0006,
48335,797,PROMO-0006,
48337,2275,PROMO-0006,
48339,1120,PROMO-0006,
48341,768,PROMO-0006,
48342,757,PROMO-0006,
48342,758,PROMO-0006,
48343,795,PROMO-0006,
48343,796,PROMO-0006,
48344,2280,PROMO-0006,
48345,785,PROMO-0006,
48345,786,PROMO-0006,
48346,1414,PROMO-0006,
48347,1413,PROMO-0006,
48348,785,PROMO-0006,
48349,786,PROMO-0006,
48350,796,PROMO-0006,
48351,795,PROMO-0006,
48352,762,PROMO-0006,
48353,761,PROMO-0006,
48354,1391,PROMO-0006,
48354,1392,PROMO-0006,
48355,1413,PROMO-0006,
48356,1414,PROMO-0006,
48357,759,PROMO-0006,
48358,760,PROMO-0006,
48359,1436,PROMO-0006,
48367,761,PROMO-0006,
48368,762,PROMO-0006,
48369,785,PROMO-0006,
48372,2280,PROMO-0006,
48374,785,PROMO-0006,
48374,786,PROMO-0006,
48376,1075,PROMO-0006,
48376,1076,PROMO-0006,
48377,2280,PROMO-0006,
48382,785,PROMO-0006,
48394,761,PROMO-0006,
48395,762,PROMO-0006,
48398,758,PROMO-0006,
48399,757,PROMO-0006,
48403,758,PROMO-0006,
48404,757,PROMO-0006,
48408,785,PROMO-0006,
48408,786,PROMO-0006,
48422,733,PROMO-0006,
48423,734,PROMO-0006,
48424,786,PROMO-0006,
48425,785,PROMO-0006,
48445,760,PROMO-0006,
48446,759,PROMO-0006,
48447,785,PROMO-0006,
48448,786,PROMO-0006,
48449,785,PROMO-0006,
48449,786,PROMO-0006,
48451,785,PROMO-0006,
48452,733,PROMO-0006,
48453,734,PROMO-0006,
48457,726,PROMO-0006,
48460,757,PROMO-0006,
48460,758,PROMO-0006,
48462,725,PROMO-0006,
48462,785,PROMO-0006,
48465,733,PROMO-0006,
48469,725,PROMO-0006,
